Model,DPO2014B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.1,,,,,,,
Sample Interval,0.000256016,,,,,,,
Filter Frequency,1e+08,,,,,,,
Record Length,3906,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,100,,50,,10,,10,
Vertical Units,V,,V,,A,,A,
Vertical Offset,0,,0,,0,,0,
Vertical Scale,50,,50,,2,,10,
Label,,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect,CH4,CH4 Peak Detect
6.021e-02,38,34,-2,-4,0.24,0.08,4.8,4.4
6.046e-02,40,48,-2,4.47035e-08,0.32,0.48,6.8,8.8
6.072e-02,42,40,-2,-4,0.4,0.32,8.4,8
6.098e-02,48,54,-2,2,0.56,0.64,10.4,12.4
6.123e-02,50,46,-2,-4,0.64,0.48,12,11.6
6.149e-02,52,58,-2,2,0.72,0.88,14,16
6.175e-02,54,52,4.47035e-08,-4,0.8,0.72,15.6,15.2
6.200e-02,56,62,-2,2,0.96,1.12,17.2,19.2
6.226e-02,60,54,4.47035e-08,-2,1.04,0.88,18.8,18.4
6.251e-02,58,62,4.47035e-08,2,1.12,1.2,20,21.6
6.277e-02,60,54,4.47035e-08,-2,1.2,1.04,21.6,20.8
6.303e-02,60,64,4.47035e-08,2,1.2,1.36,22.4,23.6
6.328e-02,60,54,4.47035e-08,-2,1.28,1.12,23.2,22.8
6.354e-02,58,62,4.47035e-08,4,1.28,1.44,24,25.2
6.379e-02,58,52,4.47035e-08,-2,1.36,1.2,24.8,24
6.405e-02,56,60,4.47035e-08,4,1.36,1.44,25.2,26
6.431e-02,54,48,4.47035e-08,-2,1.44,1.28,25.2,24.8
6.456e-02,52,58,4.47035e-08,4,1.44,1.52,25.6,26
6.482e-02,50,42,4.47035e-08,-2,1.44,1.28,25.6,24.8
6.507e-02,48,54,4.47035e-08,4,1.44,1.52,25.6,26
6.533e-02,44,34,4.47035e-08,-2,1.44,1.2,25.2,23.6
6.559e-02,42,50,4.47035e-08,4,1.36,1.52,24.4,25.6
6.584e-02,36,24,4.47035e-08,-2,1.36,1.12,23.6,21.6
6.610e-02,32,40,4.47035e-08,4,1.28,1.44,22.8,24.4
6.635e-02,28,16,4.47035e-08,-2,1.28,1.04,21.6,18.8
6.661e-02,22,32,4.47035e-08,4,1.2,1.36,20.4,22.4
6.687e-02,18,6,4.47035e-08,-2,1.12,0.88,19.2,15.6
6.712e-02,14,22,4.47035e-08,2,1.04,1.2,17.6,19.6
6.738e-02,10,-2,4.47035e-08,-2,0.96,0.8,16,12.4
6.763e-02,4,14,4.47035e-08,2,0.96,1.12,14,16.4
6.789e-02,2,-12,4.47035e-08,-2,0.8,0.56,12.4,8.8
6.815e-02,-4,4,4.47035e-08,2,0.8,0.88,10.8,13.2
6.840e-02,-8,-20,-2,-4,0.64,0.32,8.8,4.8
6.866e-02,-14,-4,4.47035e-08,2,0.56,0.72,6.8,9.6
6.891e-02,-16,-28,4.47035e-08,-4,0.4,0.16,4.8,0.8
6.917e-02,-24,-14,-2,2,0.32,0.48,3.2,5.6
6.943e-02,-26,-38,-2,-4,0.24,-0.08,1.2,-2.8
6.968e-02,-30,-22,-2,2,0.16,0.32,-0.8,1.6
6.994e-02,-34,-44,-2,-4,3.57628e-09,-0.32,-2.8,-6.8
7.019e-02,-38,-30,-2,2,-0.08,0.08,-4.8,-2.4
7.045e-02,-44,-52,-2,-6,-0.16,-0.48,-6.4,-10.4
7.071e-02,-48,-38,-2,4.47035e-08,-0.32,-0.16,-8.4,-6
7.096e-02,-48,-56,-2,-6,-0.4,-0.72,-10.4,-14
7.122e-02,-52,-44,-2,4.47035e-08,-0.56,-0.32,-12,-9.6
7.147e-02,-56,-62,-2,-6,-0.64,-0.88,-14,-17.2
7.173e-02,-56,-50,-4,4.47035e-08,-0.72,-0.56,-15.6,-13.2
7.199e-02,-60,-64,-4,-6,-0.8,-1.12,-17.2,-20.4
7.224e-02,-60,-54,-4,4.47035e-08,-0.88,-0.72,-18.8,-16.4
7.250e-02,-60,-64,-4,-6,-0.96,-1.2,-20,-22.8
7.275e-02,-60,-56,-4,-2,-1.04,-0.88,-21.2,-19.2
7.301e-02,-62,-64,-4,-8,-1.12,-1.28,-22.4,-24.4
7.327e-02,-60,-54,-4,-2,-1.2,-1.04,-23.2,-21.6
7.352e-02,-60,-62,-4,-6,-1.2,-1.36,-24,-25.6
7.378e-02,-60,-54,-4,-2,-1.28,-1.12,-24.4,-23.6
7.403e-02,-58,-60,-4,-8,-1.28,-1.44,-25.2,-26
7.429e-02,-56,-50,-4,-2,-1.28,-1.2,-25.2,-24.4
7.455e-02,-54,-58,-4,-8,-1.28,-1.44,-25.6,-26
7.480e-02,-52,-46,-6,-2,-1.36,-1.2,-25.6,-24.8
7.506e-02,-50,-54,-4,-8,-1.28,-1.44,-25.6,-26
7.531e-02,-48,-38,-4,-2,-1.36,-1.28,-25.2,-24
7.557e-02,-44,-46,-6,-8,-1.36,-1.44,-24.8,-24.8
7.583e-02,-40,-30,-4,-2,-1.28,-1.2,-24,-22.4
7.608e-02,-36,-38,-6,-8,-1.2,-1.36,-22.8,-23.2
7.634e-02,-30,-22,-6,-2,-1.2,-1.04,-21.6,-20
7.659e-02,-24,-28,-6,-6,-1.04,-1.2,-20.4,-21.2
7.685e-02,-18,-14,-4,-2,-1.04,-0.96,-18.8,-17.2
7.711e-02,-14,-20,-4,-6,-0.96,-1.12,-17.2,-18
7.736e-02,-12,-4,-4,-2,-0.88,-0.8,-15.6,-14
7.762e-02,-6,-12,-6,-6,-0.8,-0.96,-14,-14.8
7.787e-02,-4,4,-4,4.47035e-08,-0.72,-0.64,-12.4,-10.8
7.813e-02,4.47035e-08,-2,-4,-6,-0.72,-0.8,-10.8,-11.6
7.839e-02,6,14,-4,-2,-0.56,-0.4,-9.2,-6.8
7.864e-02,10,8,-4,-6,-0.48,-0.56,-7.2,-7.6
7.890e-02,16,24,-4,4.47035e-08,-0.4,-0.24,-5.2,-3.2
7.915e-02,20,16,-4,-6,-0.32,-0.4,-3.2,-4
7.941e-02,26,32,-2,4.47035e-08,-0.16,3.57628e-09,-1.2,0.8
7.967e-02,28,26,-4,-4,3.57628e-09,-0.08,0.4,1.78814e-08
7.992e-02,32,40,-2,4.47035e-08,0.08,0.24,2.4,4.8
8.018e-02,36,32,-2,-4,0.24,0.08,4.4,4
8.043e-02,42,46,-2,4.47035e-08,0.24,0.48,6.4,8.4
8.069e-02,42,40,-2,-4,0.4,0.32,8,7.6
8.095e-02,48,52,4.47035e-08,2,0.48,0.64,10,12.4
8.120e-02,50,46,4.47035e-08,-4,0.64,0.48,12,11.2
8.146e-02,52,58,-2,2,0.72,0.88,14,15.6
8.171e-02,56,52,4.47035e-08,-4,0.8,0.72,15.2,14.8
8.197e-02,56,62,-2,2,0.88,1.04,17.2,18.8
8.223e-02,58,54,4.47035e-08,-2,0.96,0.88,18.8,18
8.248e-02,58,62,-2,2,1.04,1.2,20,21.6
8.274e-02,58,54,4.47035e-08,-2,1.12,1.04,21.6,20.8
8.299e-02,60,64,4.47035e-08,4,1.2,1.28,22.4,23.6
8.325e-02,58,54,4.47035e-08,-2,1.2,1.12,23.2,22.8
8.351e-02,58,62,4.47035e-08,4,1.28,1.36,23.6,24.8
8.376e-02,58,52,2,-2,1.28,1.2,24.4,24
8.402e-02,56,62,4.47035e-08,4,1.36,1.44,24.8,25.6
8.427e-02,54,46,4.47035e-08,-2,1.36,1.2,25.6,24.8
8.453e-02,52,58,4.47035e-08,4,1.44,1.52,25.6,26
8.479e-02,50,42,4.47035e-08,-2,1.44,1.28,25.6,24.8
8.504e-02,50,54,4.47035e-08,4,1.44,1.52,25.6,26
8.530e-02,46,34,4.47035e-08,-2,1.36,1.2,25.2,23.6
8.555e-02,40,50,2,4,1.36,1.52,24.4,25.6
8.581e-02,36,26,4.47035e-08,-2,1.36,1.12,24,21.6
8.607e-02,34,42,4.47035e-08,4,1.28,1.44,22.8,24.4
8.632e-02,28,16,2,-2,1.28,1.04,22,18.8
8.658e-02,24,32,2,4,1.2,1.28,20.8,22.4
8.683e-02,18,8,4.47035e-08,-2,1.12,0.88,19.2,16
8.709e-02,14,24,4.47035e-08,4,1.04,1.2,17.6,19.6
8.735e-02,8,4.47035e-08,4.47035e-08,-2,0.96,0.72,16.4,12.4
8.760e-02,4,14,4.47035e-08,2,0.96,1.04,14.4,16.8
8.786e-02,4.47035e-08,-10,4.47035e-08,-2,0.8,0.56,12.8,8.8
8.811e-02,-2,6,4.47035e-08,2,0.8,0.96,10.8,13.2
8.837e-02,-8,-20,4.47035e-08,-4,0.64,0.32,9.2,5.2
8.863e-02,-12,-4,4.47035e-08,2,0.56,0.72,7.2,9.6
8.888e-02,-16,-28,4.47035e-08,-4,0.4,0.16,5.2,1.2
8.914e-02,-20,-14,-2,2,0.32,0.48,3.2,6
8.939e-02,-26,-36,-2,-4,0.24,-0.08,1.2,-2.8
8.965e-02,-32,-22,-2,2,0.16,0.24,-0.8,2
8.991e-02,-34,-44,-2,-4,3.57628e-09,-0.32,-2.4,-6.4
9.016e-02,-40,-30,-2,2,-0.08,0.08,-4.4,-2
9.042e-02,-42,-50,-2,-4,-0.24,-0.48,-6.4,-10.4
9.067e-02,-44,-38,-2,4.47035e-08,-0.32,-0.16,-8,-5.6
9.093e-02,-48,-56,-2,-6,-0.4,-0.72,-10.4,-14
9.119e-02,-52,-44,-4,4.47035e-08,-0.48,-0.32,-12,-9.6
9.144e-02,-52,-62,-4,-6,-0.64,-0.88,-13.6,-17.2
9.170e-02,-56,-50,-2,4.47035e-08,-0.72,-0.56,-15.2,-12.8
9.195e-02,-60,-64,-2,-6,-0.88,-1.12,-17.2,-20
9.221e-02,-60,-54,-4,4.47035e-08,-0.96,-0.72,-18.4,-16.4
9.247e-02,-60,-64,-4,-6,-0.96,-1.2,-20,-22.4
9.272e-02,-60,-56,-4,-2,-1.12,-0.96,-21.2,-19.2
9.298e-02,-60,-64,-4,-6,-1.12,-1.36,-22.4,-24
9.324e-02,-60,-56,-4,-2,-1.2,-1.04,-23.2,-21.6
9.349e-02,-60,-62,-6,-8,-1.2,-1.36,-24,-25.2
9.375e-02,-56,-54,-4,-2,-1.28,-1.12,-24.4,-23.2
9.400e-02,-58,-60,-4,-8,-1.28,-1.44,-24.8,-26
9.426e-02,-56,-50,-4,-2,-1.28,-1.2,-25.2,-24.4
9.452e-02,-56,-58,-4,-8,-1.28,-1.44,-25.6,-26
9.477e-02,-52,-46,-4,-2,-1.36,-1.28,-25.6,-24.8
9.503e-02,-50,-54,-4,-8,-1.36,-1.44,-25.6,-26
9.528e-02,-46,-40,-4,-2,-1.36,-1.28,-25.2,-24.4
9.554e-02,-44,-48,-4,-8,-1.36,-1.44,-24.8,-25.2
9.580e-02,-42,-32,-6,-2,-1.28,-1.2,-24,-22.8
9.605e-02,-36,-38,-4,-8,-1.2,-1.36,-23.2,-23.6
9.631e-02,-30,-22,-4,-2,-1.2,-1.04,-22,-20.4
9.656e-02,-26,-30,-4,-6,-1.12,-1.2,-20.4,-21.2
9.682e-02,-20,-14,-4,-2,-1.04,-0.96,-19.2,-17.6
9.708e-02,-18,-20,-6,-6,-1.04,-1.12,-17.6,-18.4
9.733e-02,-12,-6,-4,-2,-0.96,-0.8,-16,-14.4
9.759e-02,-8,-12,-4,-6,-0.88,-0.96,-14.4,-15.2
9.784e-02,-4,4,-4,-2,-0.8,-0.64,-12.8,-10.8
9.810e-02,4.47035e-08,-2,-4,-6,-0.72,-0.8,-11.2,-11.6
9.836e-02,4,14,-4,-2,-0.64,-0.48,-9.2,-7.2
9.861e-02,10,6,-4,-6,-0.48,-0.56,-7.2,-8
9.887e-02,14,22,-2,4.47035e-08,-0.4,-0.24,-5.2,-3.2
9.912e-02,18,16,-2,-6,-0.32,-0.4,-3.6,-4
9.938e-02,24,32,-4,4.47035e-08,-0.16,3.57628e-09,-1.6,0.4
9.964e-02,28,24,-2,-4,-0.08,-0.16,1.78814e-08,-0.4
9.989e-02,32,40,-2,4.47035e-08,3.57628e-09,0.16,2.4,4.4
1.001e-01,36,32,-2,-4,0.16,0.08,4,3.6
1.004e-01,38,46,-2,2,0.24,0.4,6,8.4
1.007e-01,42,40,-2,-4,0.32,0.24,8,7.6
1.009e-01,48,52,-2,2,0.48,0.64,10,12
1.012e-01,48,46,-2,-4,0.56,0.48,11.6,11.2
1.014e-01,54,58,4.47035e-08,2,0.64,0.8,13.2,15.6
1.017e-01,54,50,-2,-4,0.8,0.64,15.2,14.4
1.019e-01,58,62,4.47035e-08,2,0.88,1.04,16.8,18.8
1.022e-01,58,54,4.47035e-08,-2,0.96,0.88,18.4,17.6
1.025e-01,58,64,4.47035e-08,2,1.04,1.2,20,21.2
1.027e-01,60,56,4.47035e-08,-2,1.12,0.96,20.8,20.4
1.030e-01,60,64,4.47035e-08,2,1.2,1.28,22,23.2
1.032e-01,60,54,4.47035e-08,-2,1.28,1.12,22.8,22.4
1.035e-01,58,62,4.47035e-08,2,1.28,1.36,24,24.8
1.037e-01,58,52,4.47035e-08,-2,1.28,1.2,24.8,24
1.040e-01,56,60,4.47035e-08,4,1.36,1.44,24.8,25.6
1.042e-01,54,48,4.47035e-08,-2,1.36,1.2,25.6,24.8
1.045e-01,52,58,2,4,1.36,1.44,25.6,26
1.048e-01,52,44,2,-2,1.36,1.28,25.6,24.8
1.050e-01,50,54,2,4,1.44,1.52,25.6,26
1.053e-01,46,34,4.47035e-08,-2,1.44,1.2,25.2,23.6
1.055e-01,44,50,4.47035e-08,4,1.36,1.52,24.8,25.6
1.058e-01,38,26,4.47035e-08,-2,1.36,1.12,24,21.6
1.060e-01,32,42,4.47035e-08,4,1.28,1.44,23.2,24.4
1.063e-01,28,16,4.47035e-08,-2,1.28,0.96,22,19.2
1.065e-01,24,32,4.47035e-08,4,1.2,1.28,20.8,22.4
1.068e-01,20,8,4.47035e-08,-2,1.12,0.88,19.6,16
1.071e-01,14,24,4.47035e-08,4,1.04,1.2,18,20
1.073e-01,12,4.47035e-08,4.47035e-08,-2,0.96,0.72,16.4,12.8
1.076e-01,6,14,4.47035e-08,2,0.88,1.12,14.8,16.8
1.078e-01,2,-10,4.47035e-08,-2,0.88,0.56,12.8,9.2
1.081e-01,-4,6,4.47035e-08,2,0.8,0.88,11.2,13.6
1.083e-01,-8,-18,4.47035e-08,-2,0.64,0.32,9.2,5.2
1.086e-01,-10,-4,4.47035e-08,2,0.56,0.72,7.6,10
1.089e-01,-16,-28,4.47035e-08,-4,0.48,0.16,5.6,1.6
1.091e-01,-20,-12,4.47035e-08,2,0.32,0.48,3.6,6
1.094e-01,-26,-36,-2,-4,0.24,-0.08,1.6,-2.4
1.096e-01,-30,-22,-2,2,0.08,0.32,-0.4,2.4
1.099e-01,-36,-44,4.47035e-08,-4,3.57628e-09,-0.32,-2,-6
1.101e-01,-38,-30,-2,2,-0.08,0.08,-4.4,-1.6
1.104e-01,-40,-50,-2,-4,-0.24,-0.48,-6,-10
1.106e-01,-44,-36,-2,4.47035e-08,-0.32,-0.16,-7.6,-5.6
1.109e-01,-48,-56,-2,-6,-0.4,-0.72,-10,-13.6
1.112e-01,-48,-42,-2,4.47035e-08,-0.48,-0.32,-11.6,-9.2
1.114e-01,-54,-60,-4,-6,-0.64,-0.88,-13.2,-16.8
1.117e-01,-56,-50,-2,4.47035e-08,-0.72,-0.56,-14.8,-12.8
1.119e-01,-58,-64,-4,-6,-0.8,-1.04,-16.8,-20
1.122e-01,-58,-54,-4,4.47035e-08,-0.88,-0.72,-18,-16
1.124e-01,-60,-64,-4,-6,-0.96,-1.2,-20,-22.4
1.127e-01,-60,-56,-4,-2,-1.04,-0.88,-20.8,-19.2
1.129e-01,-60,-64,-4,-6,-1.12,-1.28,-22,-24
1.132e-01,-60,-56,-4,-2,-1.2,-1.04,-23.2,-21.6
1.135e-01,-60,-62,-4,-6,-1.2,-1.36,-23.6,-25.2
1.137e-01,-58,-54,-4,-2,-1.28,-1.12,-24.4,-23.2
1.140e-01,-56,-60,-4,-6,-1.28,-1.44,-25.2,-26
1.142e-01,-56,-50,-4,-2,-1.36,-1.2,-25.6,-24.4
1.145e-01,-56,-58,-4,-8,-1.36,-1.44,-25.6,-26
1.147e-01,-52,-48,-4,-2,-1.36,-1.28,-25.6,-24.8
1.150e-01,-50,-54,-4,-8,-1.36,-1.52,-25.2,-26
1.153e-01,-50,-40,-6,-2,-1.36,-1.28,-25.2,-24.4
1.155e-01,-44,-48,-6,-8,-1.36,-1.44,-24.8,-25.2
1.158e-01,-38,-32,-6,-2,-1.36,-1.2,-24.4,-22.8
1.160e-01,-34,-40,-4,-8,-1.28,-1.36,-23.2,-23.6
1.163e-01,-30,-22,-4,-2,-1.2,-1.12,-22,-20.4
1.165e-01,-26,-30,-4,-6,-1.12,-1.28,-20.8,-21.6
1.168e-01,-22,-14,-4,-2,-1.04,-0.96,-19.6,-17.6
1.170e-01,-18,-20,-4,-6,-1.04,-1.12,-18,-18.4
1.173e-01,-14,-6,-4,-2,-0.96,-0.8,-16.4,-14.4
1.176e-01,-8,-12,-4,-6,-0.88,-0.96,-14.8,-15.2
1.178e-01,-4,4,-4,-2,-0.8,-0.64,-12.8,-11.2
1.181e-01,4.47035e-08,-4,-4,-6,-0.72,-0.8,-11.2,-12
1.183e-01,6,12,-4,-2,-0.64,-0.48,-9.6,-7.2
1.186e-01,10,6,-4,-6,-0.48,-0.64,-7.6,-8.4
1.188e-01,14,22,-2,4.47035e-08,-0.4,-0.24,-5.6,-3.6
1.191e-01,18,16,-4,-6,-0.32,-0.4,-4,-4.4
1.193e-01,24,30,-2,4.47035e-08,-0.16,-0.08,-2,0.4
1.196e-01,28,22,-2,-6,-0.08,-0.16,1.78814e-08,-0.4
1.199e-01,32,38,-2,4.47035e-08,3.57628e-09,0.16,2,4
1.201e-01,36,32,-2,-4,0.16,3.57628e-09,4,3.2
1.204e-01,40,46,-2,4.47035e-08,0.24,0.4,5.6,8
1.206e-01,40,40,-2,-4,0.32,0.24,7.6,7.2
1.209e-01,44,52,-2,4.47035e-08,0.4,0.56,9.6,11.6
1.211e-01,50,44,-2,-4,0.56,0.4,11.6,10.8
1.214e-01,52,58,-2,2,0.64,0.8,13.2,15.2
1.217e-01,54,50,-2,-4,0.72,0.64,14.8,14.4
1.219e-01,56,62,-2,2,0.88,1.04,16.8,18.4
1.222e-01,58,54,4.47035e-08,-4,0.96,0.88,18,17.6
1.224e-01,58,62,4.47035e-08,2,1.12,1.2,19.6,21.2
1.227e-01,58,56,4.47035e-08,-2,1.12,0.96,20.8,20.4
1.229e-01,60,64,4.47035e-08,2,1.2,1.28,22,23.2
1.232e-01,60,54,4.47035e-08,-2,1.2,1.12,22.8,22.4
1.234e-01,58,62,4.47035e-08,2,1.28,1.36,23.6,24.8
1.237e-01,58,52,2,-2,1.28,1.12,24.4,24
1.240e-01,56,62,4.47035e-08,4,1.28,1.44,25.2,25.6
1.242e-01,56,48,4.47035e-08,-2,1.36,1.2,25.2,24.8
1.245e-01,52,58,2,4,1.44,1.44,25.6,26
1.247e-01,52,44,2,-2,1.44,1.28,25.6,24.8
1.250e-01,50,56,2,4,1.44,1.52,25.6,26
1.252e-01,46,36,2,-2,1.36,1.2,25.2,23.6
1.255e-01,44,50,4.47035e-08,4,1.36,1.52,24.4,25.6
1.257e-01,40,26,4.47035e-08,-2,1.36,1.12,24,22
1.260e-01,34,42,4.47035e-08,4,1.28,1.44,23.6,24.8
1.263e-01,28,18,4.47035e-08,-2,1.28,1.04,22,19.2
1.265e-01,24,34,4.47035e-08,4,1.2,1.36,20.8,22.8
1.268e-01,20,8,2,-2,1.12,0.88,19.6,16.4
1.270e-01,14,24,4.47035e-08,4,1.04,1.2,18,20
1.273e-01,10,4.47035e-08,4.47035e-08,-2,1.04,0.8,16.8,12.8
1.275e-01,6,16,4.47035e-08,2,0.96,1.12,14.8,17.2
1.278e-01,4,-10,4.47035e-08,-2,0.88,0.56,13.2,9.6
1.281e-01,4.47035e-08,6,4.47035e-08,2,0.8,0.96,11.6,14
1.283e-01,-6,-18,4.47035e-08,-2,0.64,0.4,9.6,5.6
1.286e-01,-10,-2,4.47035e-08,2,0.56,0.72,7.6,10.4
1.288e-01,-16,-26,4.47035e-08,-4,0.4,0.16,6,1.6
1.291e-01,-22,-12,4.47035e-08,2,0.32,0.56,4,6.4
1.293e-01,-24,-36,-2,-4,0.24,-0.08,2,-2
1.296e-01,-30,-20,-2,2,0.16,0.32,1.78814e-08,2.8
1.298e-01,-34,-44,4.47035e-08,-4,3.57628e-09,-0.24,-2,-6
1.301e-01,-38,-28,-2,2,-0.08,0.08,-4,-1.2
1.304e-01,-40,-50,4.47035e-08,-4,-0.16,-0.48,-6,-9.6
1.306e-01,-44,-36,-2,4.47035e-08,-0.32,-0.08,-8,-5.2
1.309e-01,-46,-56,-4,-6,-0.4,-0.72,-9.6,-13.2
1.311e-01,-52,-42,-2,4.47035e-08,-0.56,-0.32,-11.2,-8.8
1.314e-01,-52,-60,-2,-6,-0.56,-0.88,-12.8,-16.8
1.316e-01,-56,-48,-4,4.47035e-08,-0.72,-0.56,-14.8,-12.4
1.319e-01,-58,-64,-4,-6,-0.8,-1.04,-16.4,-19.6
1.321e-01,-58,-54,-4,4.47035e-08,-0.88,-0.72,-18,-16
1.324e-01,-60,-64,-4,-6,-0.96,-1.2,-19.6,-22
1.327e-01,-60,-56,-4,-2,-1.04,-0.88,-20.8,-18.8
1.329e-01,-58,-64,-4,-6,-1.12,-1.36,-22,-24
1.332e-01,-60,-56,-4,-2,-1.12,-1.04,-22.8,-21.2
1.334e-01,-60,-62,-4,-6,-1.2,-1.36,-23.6,-25.2
1.337e-01,-58,-54,-4,-2,-1.28,-1.12,-24.4,-23.2
1.339e-01,-56,-62,-6,-8,-1.28,-1.44,-24.8,-26
1.342e-01,-56,-52,-4,-2,-1.28,-1.2,-25.2,-24.4
1.345e-01,-56,-58,-4,-8,-1.36,-1.44,-25.6,-26
1.347e-01,-54,-48,-4,-2,-1.36,-1.28,-25.2,-24.8
1.350e-01,-50,-54,-4,-8,-1.28,-1.44,-25.6,-26
1.352e-01,-48,-42,-4,-2,-1.36,-1.28,-25.2,-24.4
1.355e-01,-46,-48,-4,-8,-1.36,-1.44,-24.8,-25.2
1.357e-01,-40,-32,-4,-2,-1.28,-1.2,-24.4,-22.8
1.360e-01,-36,-40,-6,-8,-1.28,-1.36,-23.2,-24
1.362e-01,-30,-24,-4,-2,-1.2,-1.12,-22.4,-20.8
1.365e-01,-26,-30,-4,-8,-1.2,-1.28,-21.2,-21.6
1.368e-01,-22,-16,-6,-2,-1.12,-0.96,-19.6,-18
1.370e-01,-18,-22,-4,-6,-1.04,-1.12,-18,-18.8
1.373e-01,-14,-6,-4,-2,-0.96,-0.8,-16.4,-14.8
1.375e-01,-8,-14,-6,-6,-0.96,-1.04,-14.8,-15.6
1.378e-01,-4,2,-4,-2,-0.8,-0.64,-13.2,-11.2
1.380e-01,4.47035e-08,-4,-4,-6,-0.72,-0.8,-11.6,-12
1.383e-01,2,12,-4,-2,-0.64,-0.48,-10,-7.6
1.385e-01,10,6,-4,-6,-0.56,-0.64,-8,-8.4
1.388e-01,14,20,-4,4.47035e-08,-0.48,-0.24,-5.6,-4
1.391e-01,16,14,-4,-6,-0.32,-0.4,-4,-4.8
1.393e-01,22,30,-4,4.47035e-08,-0.24,-0.08,-2,1.78814e-08
1.396e-01,26,24,-2,-6,-0.08,-0.24,-0.4,-0.8
1.398e-01,30,38,-2,4.47035e-08,3.57628e-09,0.16,1.6,3.6
1.401e-01,36,32,-2,-4,0.08,3.57628e-09,3.6,3.2
1.403e-01,38,46,-2,4.47035e-08,0.24,0.4,5.6,7.6
1.406e-01,42,38,-2,-4,0.32,0.24,7.6,6.8
1.409e-01,44,52,-2,2,0.4,0.56,9.2,11.6
1.411e-01,48,44,-2,-4,0.48,0.4,11.2,10.8
1.414e-01,52,56,4.47035e-08,2,0.64,0.8,12.8,14.8
1.416e-01,54,50,4.47035e-08,-4,0.8,0.64,14.8,14
1.419e-01,56,60,-2,2,0.88,0.96,16.4,18
1.421e-01,58,54,4.47035e-08,-2,0.96,0.8,18,17.6
1.424e-01,58,62,4.47035e-08,2,1.04,1.12,19.6,20.8
1.426e-01,60,56,4.47035e-08,-2,1.12,0.96,20.8,20
1.429e-01,62,64,4.47035e-08,2,1.2,1.28,21.6,23.2
1.432e-01,60,54,4.47035e-08,-2,1.28,1.12,22.8,22.4
1.434e-01,60,62,4.47035e-08,4,1.28,1.36,23.6,24.8
1.437e-01,58,52,4.47035e-08,-2,1.28,1.2,24.4,24
1.439e-01,56,62,2,4,1.28,1.44,24.8,25.6
1.442e-01,54,48,2,-2,1.36,1.2,25.2,24.8
1.444e-01,54,58,4.47035e-08,4,1.36,1.44,25.6,26
1.447e-01,52,44,2,-2,1.44,1.2,26,24.8
1.450e-01,50,56,4.47035e-08,4,1.36,1.44,25.6,26.4
1.452e-01,46,36,4.47035e-08,-2,1.36,1.2,25.2,24
1.455e-01,44,50,4.47035e-08,4,1.36,1.44,24.8,26
1.457e-01,40,28,4.47035e-08,-2,1.36,1.12,24,22
1.460e-01,34,44,4.47035e-08,4,1.28,1.44,23.6,24.8
1.462e-01,30,18,4.47035e-08,-2,1.28,1.04,22.4,19.6
1.465e-01,26,34,4.47035e-08,4,1.2,1.28,21.2,22.8
1.467e-01,20,10,4.47035e-08,-2,1.12,0.88,19.6,16.8
1.470e-01,18,24,4.47035e-08,4,1.04,1.2,18.4,20.4
1.473e-01,10,4.47035e-08,4.47035e-08,-2,1.04,0.8,16.8,13.2
1.475e-01,8,16,4.47035e-08,2,0.96,1.12,15.2,17.6
1.478e-01,4,-8,4.47035e-08,-2,0.88,0.56,13.2,10
1.480e-01,-2,8,4.47035e-08,2,0.8,0.96,11.6,14
1.483e-01,-6,-18,4.47035e-08,-4,0.72,0.4,10,6
1.485e-01,-10,-2,4.47035e-08,2,0.56,0.72,8,10.4
1.488e-01,-16,-26,4.47035e-08,-4,0.48,0.16,6,2
1.490e-01,-20,-12,4.47035e-08,2,0.32,0.56,4.4,6.8
1.493e-01,-24,-36,4.47035e-08,-4,0.24,-0.08,2,-2
1.496e-01,-28,-20,-2,2,0.16,0.32,0.4,2.8
1.498e-01,-32,-42,-2,-4,3.57628e-09,-0.24,-1.6,-5.6
1.501e-01,-36,-28,-2,2,-0.08,0.08,-3.6,-1.2
1.503e-01,-42,-50,-4,-4,-0.24,-0.48,-5.6,-9.2
1.506e-01,-44,-36,-2,4.47035e-08,-0.32,-0.08,-7.6,-4.8
1.508e-01,-48,-56,-2,-6,-0.4,-0.64,-9.2,-13.2
1.511e-01,-50,-42,-2,4.47035e-08,-0.48,-0.32,-11.2,-8.4
1.514e-01,-52,-60,-2,-6,-0.56,-0.88,-12.8,-16.4
1.516e-01,-54,-48,-4,4.47035e-08,-0.64,-0.48,-14.4,-12.4
1.519e-01,-56,-64,-2,-6,-0.8,-1.04,-16,-19.6
1.521e-01,-60,-54,-4,4.47035e-08,-0.88,-0.72,-18,-15.6
1.524e-01,-60,-64,-4,-6,-0.96,-1.2,-19.2,-22
1.526e-01,-60,-56,-2,-2,-1.04,-0.88,-20.4,-18.8
1.529e-01,-60,-64,-4,-6,-1.12,-1.36,-22,-24
1.531e-01,-60,-56,-4,-2,-1.2,-1.04,-22.8,-21.2
1.534e-01,-60,-64,-4,-6,-1.2,-1.36,-23.6,-25.2
1.537e-01,-60,-54,-6,-2,-1.28,-1.12,-24,-22.8
