Model,DPO2014B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.1,,,,,,,
Sample Interval,0.000192012,,,,,,,
Filter Frequency,1e+08,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
-1.969e-01,84,90,76,80,3.12,3.2,2,2.4
-1.967e-01,80,70,72,64,3.12,2.96,2,1.6
-1.965e-01,76,84,68,74,3.2,3.2,2,2.4
-1.963e-01,72,60,66,56,3.2,2.96,2,1.6
-1.961e-01,68,76,62,68,3.2,3.28,2,2.4
-1.959e-01,64,50,58,46,3.12,2.96,2,1.2
-1.957e-01,56,66,54,60,3.12,3.2,1.6,2.4
-1.956e-01,50,36,48,34,3.12,2.8,1.6,1.2
-1.954e-01,46,56,42,50,3.04,3.2,1.6,2.4
-1.952e-01,40,22,36,22,2.96,2.64,1.6,1.2
-1.950e-01,32,42,32,38,2.88,3.04,1.6,2.4
-1.948e-01,24,10,24,10,2.8,2.4,1.2,0.8
-1.946e-01,18,28,18,26,2.72,2.8,1.6,2
-1.944e-01,14,-2,14,4.47035e-08,2.56,2.24,1.2,0.8
-1.942e-01,8,16,8,14,2.48,2.64,1.2,2
-1.940e-01,4.47035e-08,-14,2,-10,2.4,2,1.6,0.8
-1.938e-01,-4,6,-2,4,2.24,2.4,1.2,1.6
-1.936e-01,-8,-24,-8,-18,2.08,1.68,0.8,0.4
-1.934e-01,-16,-6,-12,-6,1.92,2.16,0.8,1.6
-1.932e-01,-20,-38,-18,-30,1.84,1.36,0.8,0.4
-1.931e-01,-26,-18,-22,-16,1.68,1.92,0.8,1.6
-1.929e-01,-34,-48,-30,-42,1.44,0.96,0.8,1.78814e-08
-1.927e-01,-40,-30,-34,-26,1.28,1.52,0.4,1.2
-1.925e-01,-48,-60,-40,-52,1.12,0.64,0.4,-0.4
-1.923e-01,-50,-42,-46,-38,0.88,1.2,0.4,0.8
-1.921e-01,-60,-70,-50,-62,0.72,0.24,1.78814e-08,-0.4
-1.919e-01,-62,-52,-56,-48,0.48,0.8,1.78814e-08,0.4
-1.917e-01,-68,-80,-60,-72,0.32,-0.16,1.78814e-08,-0.8
-1.915e-01,-72,-64,-64,-58,0.16,0.4,1.78814e-08,0.4
-1.913e-01,-76,-88,-70,-80,-0.08,-0.48,-0.4,-1.2
-1.911e-01,-82,-74,-74,-66,-0.24,3.57628e-09,-0.4,1.78814e-08
-1.909e-01,-84,-94,-78,-86,-0.4,-0.88,-0.4,-1.2
-1.908e-01,-90,-80,-82,-76,-0.64,-0.4,-0.8,1.78814e-08
-1.906e-01,-94,-100,-84,-90,-0.8,-1.2,-0.8,-1.6
-1.904e-01,-94,-88,-86,-80,-0.96,-0.72,-0.8,-0.4
-1.902e-01,-98,-104,-88,-94,-1.12,-1.52,-1.2,-1.6
-1.900e-01,-100,-92,-90,-86,-1.28,-1.04,-1.2,-0.4
-1.898e-01,-102,-108,-92,-100,-1.44,-1.84,-1.2,-2
-1.896e-01,-104,-98,-96,-90,-1.6,-1.36,-1.2,-0.8
-1.894e-01,-106,-110,-96,-102,-1.76,-2.16,-1.2,-2
-1.892e-01,-106,-102,-98,-94,-1.92,-1.68,-1.6,-1.2
-1.890e-01,-108,-110,-100,-102,-2.08,-2.4,-1.6,-2.4
-1.888e-01,-106,-102,-100,-96,-2.24,-2,-1.6,-1.2
-1.886e-01,-106,-108,-98,-100,-2.32,-2.64,-1.6,-2.4
-1.884e-01,-104,-98,-98,-94,-2.4,-2.24,-2,-1.2
-1.883e-01,-102,-106,-96,-98,-2.56,-2.8,-2,-2.4
-1.881e-01,-100,-94,-94,-90,-2.64,-2.48,-1.6,-1.2
-1.879e-01,-98,-102,-92,-94,-2.64,-2.96,-2,-2.4
-1.877e-01,-96,-90,-90,-86,-2.8,-2.64,-2,-1.2
-1.875e-01,-92,-96,-86,-90,-2.88,-3.04,-2,-2.4
-1.873e-01,-92,-84,-86,-80,-2.88,-2.72,-2,-1.6
-1.871e-01,-86,-90,-82,-84,-2.96,-3.12,-2,-2.8
-1.869e-01,-86,-78,-80,-74,-3.04,-2.88,-2,-1.6
-1.867e-01,-82,-84,-76,-80,-2.96,-3.2,-2,-2.4
-1.865e-01,-78,-70,-74,-68,-3.04,-2.96,-2,-1.6
-1.863e-01,-72,-76,-70,-72,-3.04,-3.2,-2,-2.4
-1.861e-01,-68,-62,-66,-62,-3.12,-2.96,-2.4,-1.6
-1.860e-01,-66,-68,-64,-66,-3.04,-3.2,-2,-2.4
-1.858e-01,-60,-50,-58,-52,-3.04,-2.96,-2,-1.6
-1.856e-01,-52,-56,-52,-56,-3.04,-3.12,-2,-2.4
-1.854e-01,-48,-36,-48,-40,-2.96,-2.8,-2,-1.2
-1.852e-01,-40,-44,-40,-44,-2.88,-2.96,-2,-2.4
-1.850e-01,-36,-24,-36,-26,-2.8,-2.64,-2,-1.2
-1.848e-01,-26,-30,-30,-30,-2.72,-2.8,-1.6,-2
-1.846e-01,-20,-12,-24,-16,-2.56,-2.4,-1.6,-1.2
-1.844e-01,-14,-18,-18,-20,-2.48,-2.64,-1.6,-2
-1.842e-01,-12,4.47035e-08,-12,-6,-2.4,-2.24,-1.6,-0.8
-1.840e-01,-4,-8,-8,-8,-2.24,-2.4,-1.6,-2
-1.838e-01,2,12,-2,4,-2.16,-1.92,-1.2,-0.8
-1.836e-01,8,4,2,4.47035e-08,-2,-2.16,-1.2,-1.6
-1.835e-01,12,22,8,14,-1.92,-1.68,-1.2,-0.4
-1.833e-01,20,16,14,10,-1.76,-1.84,-1.2,-1.6
-1.831e-01,24,34,18,24,-1.6,-1.36,-0.8,-0.4
-1.829e-01,32,28,24,20,-1.44,-1.52,-1.2,-1.2
-1.827e-01,38,48,28,36,-1.28,-1.04,-0.8,1.78814e-08
-1.825e-01,44,40,34,32,-1.04,-1.12,-0.4,-1.2
-1.823e-01,50,58,40,46,-0.88,-0.64,-0.4,1.78814e-08
-1.821e-01,56,52,46,42,-0.72,-0.72,-0.4,-0.8
-1.819e-01,60,68,50,56,-0.48,-0.24,-0.4,0.4
-1.817e-01,64,62,54,52,-0.32,-0.4,1.78814e-08,-0.4
-1.815e-01,72,78,60,66,-0.08,0.16,1.78814e-08,0.8
-1.813e-01,74,72,64,62,0.08,3.57628e-09,1.78814e-08,-0.4
-1.812e-01,80,86,68,74,0.32,0.48,0.4,0.8
-1.810e-01,84,80,72,70,0.48,0.4,0.4,1.78814e-08
-1.808e-01,86,92,76,80,0.64,0.88,0.4,1.2
-1.806e-01,90,86,78,76,0.8,0.72,0.8,1.78814e-08
-1.804e-01,92,98,82,86,1.04,1.2,0.8,1.2
-1.802e-01,96,92,84,82,1.2,1.04,0.8,0.4
-1.800e-01,98,104,86,90,1.28,1.6,1.2,1.6
-1.798e-01,100,96,88,86,1.52,1.36,1.2,0.8
-1.796e-01,102,108,90,94,1.68,1.92,1.2,1.6
-1.794e-01,104,100,92,90,1.84,1.68,1.2,0.8
-1.792e-01,104,110,94,96,2,2.24,1.6,2
-1.790e-01,106,100,96,92,2.16,2,1.6,0.8
-1.788e-01,104,108,94,98,2.32,2.48,1.6,2
-1.787e-01,104,98,94,90,2.4,2.24,1.6,1.2
-1.785e-01,102,108,92,96,2.56,2.64,1.6,2
-1.783e-01,102,94,90,86,2.64,2.48,1.6,1.2
-1.781e-01,98,104,90,94,2.64,2.8,1.6,2.4
-1.779e-01,96,90,88,82,2.8,2.64,1.6,1.2
-1.777e-01,94,100,86,90,2.88,2.96,1.6,2.4
-1.775e-01,92,84,82,76,2.88,2.72,2,1.2
-1.773e-01,90,96,82,86,2.96,3.12,2,2.4
-1.771e-01,86,78,78,70,2.96,2.88,2,1.6
-1.769e-01,84,90,74,80,3.04,3.2,2,2.4
-1.767e-01,80,70,74,64,3.12,2.96,2,1.2
-1.765e-01,78,84,70,74,3.12,3.2,2,2.4
-1.764e-01,72,62,66,56,3.12,2.96,1.6,1.6
-1.762e-01,68,76,62,68,3.2,3.28,2,2.4
-1.760e-01,64,50,58,48,3.12,2.96,2,1.2
-1.758e-01,60,68,54,60,3.12,3.2,1.6,2.4
-1.756e-01,54,38,50,36,3.12,2.8,2,1.2
-1.754e-01,46,56,44,52,3.04,3.2,1.6,2.4
-1.752e-01,40,22,38,24,2.96,2.64,2,1.2
-1.750e-01,34,44,32,40,2.88,3.04,1.6,2
-1.748e-01,28,10,26,12,2.8,2.48,1.6,1.2
-1.746e-01,18,30,20,28,2.72,2.88,1.6,2
-1.744e-01,14,4.47035e-08,14,2,2.64,2.24,1.6,0.8
-1.742e-01,8,18,8,16,2.48,2.64,1.2,2
-1.740e-01,2,-12,4,-8,2.4,2,1.2,0.8
-1.739e-01,-4,6,-2,4,2.32,2.48,1.2,2
-1.737e-01,-10,-24,-6,-18,2.08,1.68,1.2,0.4
-1.735e-01,-16,-6,-12,-4,2,2.16,1.2,1.6
-1.733e-01,-20,-36,-16,-28,1.84,1.36,0.8,0.4
-1.731e-01,-26,-16,-22,-14,1.68,1.92,0.8,1.6
-1.729e-01,-32,-48,-26,-40,1.52,1.04,0.8,1.78814e-08
-1.727e-01,-40,-28,-34,-24,1.28,1.6,0.8,1.2
-1.725e-01,-44,-58,-38,-52,1.12,0.64,0.4,-0.4
-1.723e-01,-52,-42,-46,-36,0.96,1.2,0.4,0.8
-1.721e-01,-54,-68,-50,-62,0.8,0.32,1.78814e-08,-0.4
-1.719e-01,-60,-52,-54,-46,0.56,0.8,1.78814e-08,0.8
-1.717e-01,-66,-80,-60,-70,0.4,-0.08,1.78814e-08,-0.8
-1.715e-01,-70,-62,-64,-56,0.16,0.4,-0.4,0.4
-1.714e-01,-76,-88,-68,-78,3.57628e-09,-0.48,-0.4,-1.2
-1.712e-01,-80,-72,-74,-66,-0.24,0.08,-0.4,1.78814e-08
-1.710e-01,-84,-94,-76,-84,-0.4,-0.8,-0.4,-1.2
-1.708e-01,-88,-80,-80,-74,-0.56,-0.32,-0.4,1.78814e-08
-1.706e-01,-90,-100,-82,-90,-0.72,-1.12,-0.8,-1.6
-1.704e-01,-94,-86,-86,-80,-0.88,-0.72,-0.8,-0.4
-1.702e-01,-98,-104,-88,-94,-1.04,-1.52,-0.8,-1.6
-1.700e-01,-98,-92,-92,-86,-1.28,-1.04,-1.2,-0.4
-1.698e-01,-100,-108,-92,-98,-1.36,-1.84,-1.2,-2
-1.696e-01,-104,-98,-94,-90,-1.6,-1.36,-1.6,-0.8
-1.694e-01,-104,-110,-96,-100,-1.76,-2.16,-1.6,-2
-1.692e-01,-106,-102,-96,-94,-1.92,-1.68,-1.6,-0.8
-1.691e-01,-108,-110,-98,-102,-2,-2.4,-1.6,-2.4
-1.689e-01,-108,-102,-100,-96,-2.16,-2,-1.6,-1.2
-1.687e-01,-108,-108,-100,-100,-2.32,-2.64,-1.6,-2.4
-1.685e-01,-106,-98,-98,-94,-2.4,-2.24,-1.6,-1.2
-1.683e-01,-102,-106,-96,-98,-2.56,-2.8,-2,-2.4
-1.681e-01,-102,-94,-94,-90,-2.56,-2.4,-2,-1.2
-1.679e-01,-98,-102,-92,-94,-2.64,-2.96,-2,-2.4
-1.677e-01,-96,-90,-90,-86,-2.72,-2.56,-1.6,-1.6
-1.675e-01,-92,-96,-88,-90,-2.8,-3.04,-2,-2.4
-1.673e-01,-92,-84,-86,-80,-2.88,-2.72,-2,-1.6
-1.671e-01,-88,-90,-84,-84,-2.96,-3.12,-2,-2.4
-1.669e-01,-84,-78,-80,-76,-2.96,-2.88,-2,-1.6
-1.667e-01,-84,-86,-78,-80,-2.96,-3.2,-2,-2.8
-1.666e-01,-78,-72,-74,-70,-3.04,-2.96,-2,-1.6
-1.664e-01,-74,-78,-72,-74,-3.04,-3.2,-2,-2.4
-1.662e-01,-70,-62,-68,-62,-3.04,-2.96,-2,-1.6
-1.660e-01,-66,-70,-64,-66,-3.12,-3.2,-2,-2.4
-1.658e-01,-60,-52,-60,-52,-3.12,-2.96,-2,-1.6
-1.656e-01,-56,-58,-54,-56,-3.04,-3.12,-2,-2.4
-1.654e-01,-48,-40,-50,-42,-2.96,-2.88,-2,-1.2
-1.652e-01,-42,-46,-42,-46,-2.88,-3.04,-2,-2.4
-1.650e-01,-34,-26,-36,-28,-2.8,-2.64,-1.6,-1.2
-1.648e-01,-28,-32,-30,-32,-2.72,-2.8,-1.6,-2
-1.646e-01,-20,-14,-24,-16,-2.64,-2.4,-1.6,-1.2
-1.644e-01,-16,-20,-18,-20,-2.48,-2.64,-1.6,-2
-1.643e-01,-12,-2,-12,-6,-2.4,-2.24,-1.6,-1.2
-1.641e-01,-6,-8,-8,-10,-2.32,-2.4,-1.6,-2
-1.639e-01,4.47035e-08,10,-4,4,-2.16,-2,-1.6,-0.8
-1.637e-01,6,2,2,4.47035e-08,-2.08,-2.16,-1.2,-2
-1.635e-01,12,20,8,14,-1.92,-1.68,-1.2,-0.4
-1.633e-01,16,14,12,10,-1.76,-1.92,-1.2,-1.6
-1.631e-01,24,34,16,24,-1.68,-1.36,-1.2,-0.4
-1.629e-01,30,26,22,20,-1.44,-1.52,-0.8,-1.2
-1.627e-01,36,44,28,36,-1.28,-1.04,-0.8,1.78814e-08
-1.625e-01,42,38,34,30,-1.12,-1.2,-0.4,-1.2
-1.623e-01,48,56,40,46,-0.88,-0.64,-0.4,1.78814e-08
-1.621e-01,52,50,44,42,-0.72,-0.8,-0.4,-0.8
-1.619e-01,60,68,48,56,-0.56,-0.32,-0.4,0.4
-1.618e-01,64,60,54,52,-0.32,-0.4,1.78814e-08,-0.8
-1.616e-01,68,78,58,66,-0.16,0.08,1.78814e-08,0.4
-1.614e-01,74,72,64,62,3.57628e-09,-0.08,1.78814e-08,-0.4
-1.612e-01,78,86,68,74,0.24,0.48,0.4,0.8
-1.610e-01,84,80,72,70,0.4,0.32,1.78814e-08,1.78814e-08
-1.608e-01,86,92,74,80,0.64,0.88,0.4,1.2
-1.606e-01,88,86,78,76,0.8,0.64,0.8,1.78814e-08
-1.604e-01,92,98,80,86,0.96,1.2,0.8,1.2
-1.602e-01,94,92,84,80,1.2,1.04,0.8,1.78814e-08
-1.600e-01,96,102,84,90,1.28,1.52,0.8,1.6
-1.598e-01,100,96,86,86,1.44,1.36,1.2,0.4
-1.596e-01,102,108,88,94,1.6,1.92,1.2,1.6
-1.595e-01,104,100,92,90,1.84,1.68,1.2,0.8
-1.593e-01,104,110,92,96,2,2.16,1.2,2
-1.591e-01,106,100,94,92,2.16,2,1.2,0.8
-1.589e-01,106,110,96,98,2.32,2.48,1.6,2
-1.587e-01,106,98,94,90,2.4,2.24,1.6,1.2
-1.585e-01,102,108,94,98,2.48,2.64,1.6,2
-1.583e-01,100,94,92,86,2.56,2.4,1.6,1.2
-1.581e-01,98,104,90,94,2.64,2.8,1.6,2.4
-1.579e-01,98,88,86,80,2.8,2.64,1.6,1.2
-1.577e-01,94,100,86,90,2.8,2.96,1.6,2.4
-1.575e-01,92,84,84,76,2.88,2.72,2,1.2
-1.573e-01,90,96,80,86,2.96,3.04,2,2.4
-1.571e-01,88,78,78,72,3.04,2.88,2,1.2
-1.570e-01,84,90,76,80,3.04,3.2,2,2.4
-1.568e-01,82,70,74,66,3.12,2.96,1.6,1.6
-1.566e-01,78,84,70,76,3.12,3.2,2,2.4
-1.564e-01,74,62,68,58,3.2,2.96,2,1.2
-1.562e-01,70,78,64,70,3.12,3.28,2,2.4
-1.560e-01,66,52,60,50,3.2,2.96,1.6,1.2
-1.558e-01,60,70,56,62,3.2,3.28,1.6,2.4
-1.556e-01,54,38,52,38,3.12,2.88,1.6,1.2
-1.554e-01,48,58,44,54,3.12,3.2,2,2.4
-1.552e-01,42,24,40,24,3.04,2.64,1.6,1.2
-1.550e-01,34,44,34,42,2.96,3.12,1.6,2.4
-1.548e-01,26,12,26,12,2.8,2.48,1.6,1.2
-1.547e-01,20,32,20,28,2.72,2.88,1.6,2
-1.545e-01,16,4.47035e-08,14,2,2.64,2.24,1.6,0.8
-1.543e-01,8,20,8,16,2.48,2.72,1.2,2
-1.541e-01,4,-10,4,-8,2.4,2,1.6,0.8
-1.539e-01,-2,8,4.47035e-08,6,2.24,2.48,1.2,1.6
-1.537e-01,-8,-22,-8,-18,2.16,1.76,1.2,0.4
-1.535e-01,-12,-4,-10,-4,2,2.24,1.2,1.6
-1.533e-01,-18,-34,-16,-28,1.84,1.44,0.8,0.4
-1.531e-01,-24,-16,-20,-14,1.68,1.92,0.8,1.6
-1.529e-01,-28,-46,-26,-38,1.52,1.04,0.8,1.78814e-08
-1.527e-01,-36,-28,-32,-24,1.36,1.6,0.4,1.2
-1.525e-01,-44,-58,-38,-50,1.2,0.72,0.4,-0.4
-1.523e-01,-48,-40,-42,-34,0.96,1.28,0.4,0.8
-1.522e-01,-54,-68,-48,-60,0.8,0.32,1.78814e-08,-0.4
-1.520e-01,-60,-52,-54,-46,0.64,0.88,1.78814e-08,0.8
-1.518e-01,-64,-78,-58,-70,0.4,3.57628e-09,-0.4,-0.8
-1.516e-01,-70,-62,-62,-56,0.24,0.48,1.78814e-08,0.4
-1.514e-01,-76,-86,-68,-78,0.08,-0.4,-0.4,-1.2
-1.512e-01,-78,-72,-72,-66,-0.16,0.08,-0.4,1.78814e-08
-1.510e-01,-84,-92,-74,-84,-0.32,-0.8,-0.8,-1.2
-1.508e-01,-86,-80,-78,-74,-0.48,-0.32,-0.4,1.78814e-08
-1.506e-01,-90,-100,-82,-90,-0.72,-1.12,-0.8,-1.6
-1.504e-01,-94,-86,-86,-80,-0.88,-0.64,-1.2,-0.4
-1.502e-01,-94,-104,-86,-94,-1.04,-1.44,-0.8,-1.6
-1.500e-01,-98,-92,-90,-86,-1.2,-0.96,-1.2,-0.4
-1.499e-01,-102,-108,-92,-98,-1.36,-1.76,-1.6,-2
-1.497e-01,-104,-98,-94,-90,-1.52,-1.28,-1.2,-0.8
-1.495e-01,-104,-110,-96,-100,-1.68,-2.16,-1.6,-2
-1.493e-01,-106,-100,-98,-94,-1.84,-1.6,-1.6,-0.8
-1.491e-01,-106,-110,-98,-102,-2,-2.4,-1.6,-2
-1.489e-01,-106,-102,-100,-96,-2.16,-1.92,-1.6,-1.2
-1.487e-01,-106,-110,-98,-102,-2.32,-2.56,-1.6,-2.4
-1.485e-01,-104,-98,-98,-94,-2.32,-2.24,-2,-1.2
-1.483e-01,-102,-106,-96,-98,-2.48,-2.72,-1.6,-2.4
-1.481e-01,-100,-96,-94,-90,-2.56,-2.4,-2,-1.2
-1.479e-01,-100,-102,-92,-94,-2.64,-2.96,-1.6,-2.4
-1.477e-01,-94,-90,-90,-86,-2.72,-2.56,-2,-1.6
-1.475e-01,-94,-96,-88,-90,-2.8,-3.04,-2,-2.4
-1.474e-01,-90,-86,-86,-82,-2.88,-2.72,-2,-1.6
-1.472e-01,-88,-92,-84,-86,-2.96,-3.12,-2,-2.8
-1.470e-01,-86,-80,-80,-76,-2.96,-2.88,-2,-1.6
-1.468e-01,-82,-86,-78,-80,-2.96,-3.2,-2,-2.8
-1.466e-01,-80,-72,-76,-70,-3.04,-2.96,-2,-1.6
-1.464e-01,-76,-78,-72,-74,-3.04,-3.2,-2,-2.8
-1.462e-01,-70,-64,-68,-62,-3.12,-2.96,-2,-1.6
-1.460e-01,-68,-70,-64,-66,-3.04,-3.2,-2,-2.4
-1.458e-01,-62,-54,-62,-54,-3.04,-2.96,-2.4,-1.6
-1.456e-01,-56,-60,-56,-58,-3.04,-3.12,-2,-2.4
-1.454e-01,-48,-40,-50,-42,-2.96,-2.88,-1.6,-1.2
-1.452e-01,-42,-46,-44,-46,-2.88,-3.04,-1.6,-2.4
-1.451e-01,-36,-26,-36,-30,-2.88,-2.64,-1.6,-1.2
-1.449e-01,-30,-34,-32,-34,-2.72,-2.88,-2,-2.4
-1.447e-01,-24,-14,-26,-18,-2.64,-2.48,-1.6,-1.2
-1.445e-01,-16,-22,-20,-22,-2.48,-2.64,-1.6,-2
-1.443e-01,-12,-2,-14,-6,-2.4,-2.24,-1.6,-1.2
-1.441e-01,-6,-10,-8,-12,-2.32,-2.4,-1.6,-2
-1.439e-01,4.47035e-08,8,-4,4,-2.24,-2,-1.2,-0.8
-1.437e-01,4,2,4.47035e-08,4.47035e-08,-2.08,-2.24,-1.6,-2
-1.435e-01,10,20,6,12,-1.92,-1.76,-1.6,-0.8
-1.433e-01,18,14,10,8,-1.76,-1.92,-1.2,-1.6
-1.431e-01,20,32,16,22,-1.68,-1.44,-1.2,-0.4
-1.429e-01,30,26,20,18,-1.52,-1.6,-0.8,-1.2
-1.427e-01,34,44,26,34,-1.36,-1.04,-0.8,-0.4
-1.426e-01,40,38,32,30,-1.12,-1.2,-0.4,-1.2
-1.424e-01,46,56,36,44,-0.96,-0.72,-0.4,1.78814e-08
-1.422e-01,52,50,42,40,-0.72,-0.8,-0.4,-0.8
-1.420e-01,58,66,48,54,-0.56,-0.32,-0.4,0.4
-1.418e-01,66,60,52,50,-0.4,-0.48,1.78814e-08,-0.4
-1.416e-01,68,76,58,64,-0.16,0.08,1.78814e-08,0.4
-1.414e-01,72,70,62,60,3.57628e-09,-0.08,1.78814e-08,-0.4
-1.412e-01,78,84,66,72,0.16,0.48,1.78814e-08,0.8
-1.410e-01,82,78,72,68,0.4,0.32,0.4,1.78814e-08
-1.408e-01,84,92,74,80,0.56,0.8,0.4,1.2
-1.406e-01,86,84,78,74,0.8,0.64,0.4,1.78814e-08
-1.404e-01,92,98,80,84,0.88,1.12,0.4,1.2
-1.403e-01,94,90,82,80,1.12,0.96,0.8,0.4
-1.401e-01,98,102,84,90,1.28,1.52,0.8,1.6
-1.399e-01,100,96,88,84,1.44,1.28,0.8,0.4
-1.397e-01,102,106,90,94,1.6,1.84,1.2,1.6
-1.395e-01,102,100,90,88,1.76,1.6,1.2,0.8
-1.393e-01,104,108,92,96,2,2.16,1.2,2
-1.391e-01,106,100,94,92,2.16,2,1.6,0.8
-1.389e-01,106,110,94,98,2.24,2.48,1.6,2
-1.387e-01,106,98,96,90,2.4,2.24,1.6,1.2
-1.385e-01,102,108,94,96,2.48,2.64,1.6,2
-1.383e-01,102,94,92,86,2.56,2.4,1.6,1.2
-1.381e-01,100,104,90,94,2.64,2.8,1.2,2.4
-1.379e-01,98,90,88,82,2.72,2.56,1.6,1.2
-1.378e-01,96,102,88,90,2.8,2.96,1.6,2.4
-1.376e-01,92,84,84,76,2.88,2.72,2,1.2
-1.374e-01,90,96,80,86,2.96,3.04,1.6,2.4
-1.372e-01,88,78,78,72,3.04,2.8,2,1.2
-1.370e-01,84,92,76,82,3.04,3.2,2,2.4
-1.368e-01,80,72,74,66,3.12,2.88,2,1.6
-1.366e-01,78,86,70,76,3.12,3.2,2,2.4
-1.364e-01,74,64,68,58,3.12,2.96,2,1.2
-1.362e-01,70,78,66,70,3.2,3.28,2,2.4
-1.360e-01,66,52,62,50,3.2,2.96,1.6,1.2
-1.358e-01,64,70,56,62,3.12,3.28,1.6,2.4
-1.356e-01,56,40,52,38,3.12,2.88,1.6,1.2
-1.355e-01,50,58,46,54,3.12,3.2,1.6,2.4
-1.353e-01,42,26,40,26,3.04,2.72,2,1.2
-1.351e-01,36,46,34,42,2.96,3.12,1.6,2.4
-1.349e-01,28,14,28,14,2.8,2.48,1.6,1.2
-1.347e-01,22,32,22,30,2.8,2.88,1.6,2
-1.345e-01,16,2,16,4,2.64,2.24,1.2,0.8
-1.343e-01,10,20,10,18,2.56,2.72,1.6,2
-1.341e-01,4,-10,4,-6,2.4,2,1.2,0.8
-1.339e-01,-2,8,4.47035e-08,8,2.32,2.48,1.2,2
-1.337e-01,-8,-20,-4,-16,2.24,1.76,1.2,0.4
-1.335e-01,-12,-2,-10,-2,2.08,2.24,0.8,1.6
-1.333e-01,-20,-32,-14,-28,1.92,1.44,1.2,0.4
-1.331e-01,-24,-14,-20,-12,1.76,2,0.8,1.6
-1.330e-01,-30,-46,-26,-38,1.6,1.12,0.8,1.78814e-08
-1.328e-01,-36,-26,-30,-22,1.44,1.68,0.4,1.2
-1.326e-01,-42,-56,-36,-48,1.2,0.72,0.4,-0.4
-1.324e-01,-48,-38,-42,-34,1.04,1.28,0.4,0.8
-1.322e-01,-54,-66,-48,-60,0.88,0.32,1.78814e-08,-0.4
-1.320e-01,-60,-50,-54,-44,0.64,0.96,1.78814e-08,0.8
-1.318e-01,-64,-76,-58,-68,0.48,3.57628e-09,1.78814e-08,-0.8
-1.316e-01,-68,-60,-62,-54,0.24,0.56,1.78814e-08,0.4
