Model,DPO2014B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.1,,,,,,,
Sample Interval,0.000192012,,,,,,,
Filter Frequency,1e+08,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
-1.975e-01,86,74,80,72,1.2,0.4,0.4,1.78814e-08
-1.973e-01,80,88,78,82,1.2,1.6,0.4,1.2
-1.971e-01,80,66,74,64,1.2,0.8,0.4,1.78814e-08
-1.969e-01,74,82,70,76,1.2,1.6,0.4,1.2
-1.967e-01,70,58,68,56,1.2,0.8,0.4,1.78814e-08
-1.965e-01,68,74,62,70,1.2,1.6,0.4,1.2
-1.963e-01,62,46,58,44,1.2,0.8,0.4,1.78814e-08
-1.961e-01,54,64,54,60,1.2,1.6,0.4,0.8
-1.959e-01,50,32,46,30,1.2,0.8,0.4,1.78814e-08
-1.957e-01,42,52,38,48,1.2,1.6,0.4,0.8
-1.956e-01,34,18,32,16,1.2,0.4,0.4,1.78814e-08
-1.954e-01,28,38,26,34,1.2,1.6,0.4,0.8
-1.952e-01,20,6,18,6,1.2,0.4,0.4,1.78814e-08
-1.950e-01,12,24,12,20,1.2,1.6,0.4,0.8
-1.948e-01,8,-6,8,-4,1.2,0.4,0.4,1.78814e-08
-1.946e-01,2,12,2,10,0.8,1.6,0.4,0.8
-1.944e-01,-2,-16,-2,-16,0.8,0.4,1.78814e-08,-0.4
-1.942e-01,-8,2,-8,4.47035e-08,0.8,1.2,0.4,0.8
-1.940e-01,-12,-28,-12,-26,1.2,0.4,0.4,-0.4
-1.938e-01,-20,-10,-20,-10,0.8,1.2,1.78814e-08,0.8
-1.936e-01,-24,-40,-24,-38,0.8,1.78814e-08,0.4,-0.4
-1.934e-01,-30,-22,-28,-22,0.8,1.2,1.78814e-08,0.8
-1.932e-01,-38,-52,-36,-50,0.8,1.78814e-08,0.4,-0.4
-1.931e-01,-42,-32,-42,-34,0.8,1.2,1.78814e-08,0.8
-1.929e-01,-48,-64,-46,-60,0.4,1.78814e-08,1.78814e-08,-0.4
-1.927e-01,-54,-46,-54,-46,0.4,0.8,-0.4,0.4
-1.925e-01,-60,-74,-58,-72,0.4,1.78814e-08,1.78814e-08,-0.8
-1.923e-01,-64,-56,-64,-56,0.4,0.8,1.78814e-08,0.4
-1.921e-01,-72,-82,-68,-80,0.4,-0.4,1.78814e-08,-0.8
-1.919e-01,-74,-66,-74,-66,1.78814e-08,0.8,-0.4,0.4
-1.917e-01,-80,-90,-78,-88,1.78814e-08,-0.4,-0.4,-0.8
-1.915e-01,-84,-76,-82,-76,1.78814e-08,0.8,-0.4,0.4
-1.913e-01,-86,-96,-86,-92,1.78814e-08,-0.4,-0.4,-0.8
-1.911e-01,-92,-84,-88,-84,1.78814e-08,0.4,-0.4,0.4
-1.909e-01,-94,-102,-92,-98,1.78814e-08,-0.8,-0.4,-0.8
-1.908e-01,-96,-90,-92,-90,-0.4,0.4,-0.8,1.78814e-08
-1.906e-01,-98,-106,-94,-102,1.78814e-08,-0.8,-0.4,-1.2
-1.904e-01,-100,-94,-98,-94,-0.4,0.4,-0.4,1.78814e-08
-1.902e-01,-104,-110,-100,-106,-0.4,-0.8,-0.4,-1.2
-1.900e-01,-106,-100,-102,-98,-0.4,1.78814e-08,-0.4,1.78814e-08
-1.898e-01,-108,-112,-104,-108,-0.4,-1.2,-0.8,-1.2
-1.896e-01,-106,-102,-106,-102,-0.4,1.78814e-08,-0.4,1.78814e-08
-1.894e-01,-108,-110,-104,-108,-0.4,-1.2,-0.4,-1.2
-1.892e-01,-106,-100,-104,-100,-0.8,1.78814e-08,-0.4,1.78814e-08
-1.890e-01,-104,-108,-104,-104,-0.8,-1.2,-0.8,-1.2
-1.888e-01,-104,-96,-100,-96,-0.8,-0.4,-0.4,1.78814e-08
-1.886e-01,-100,-104,-98,-100,-0.8,-1.2,-0.4,-1.2
-1.884e-01,-100,-92,-96,-92,-0.8,-0.4,-0.8,1.78814e-08
-1.883e-01,-98,-100,-94,-96,-0.8,-1.6,-0.8,-1.2
-1.881e-01,-94,-88,-92,-88,-0.8,-0.4,-0.8,1.78814e-08
-1.879e-01,-92,-94,-90,-92,-0.8,-1.6,-0.8,-1.2
-1.877e-01,-88,-82,-88,-82,-0.8,-0.4,-0.8,-0.4
-1.875e-01,-88,-90,-84,-86,-0.8,-1.6,-0.8,-1.2
-1.873e-01,-82,-76,-82,-76,-0.8,-0.4,-0.8,-0.4
-1.871e-01,-78,-82,-78,-82,-1.2,-1.6,-0.8,-1.2
-1.869e-01,-76,-68,-74,-70,-1.2,-0.4,-0.8,1.78814e-08
-1.867e-01,-72,-76,-72,-74,-1.2,-1.6,-0.8,-1.2
-1.865e-01,-68,-60,-68,-60,-0.8,-0.4,-0.4,1.78814e-08
-1.863e-01,-62,-66,-62,-66,-0.8,-1.6,-0.4,-1.2
-1.861e-01,-56,-48,-58,-50,-1.2,-0.4,-0.8,1.78814e-08
-1.860e-01,-50,-54,-52,-54,-1.2,-1.6,-0.8,-1.2
-1.858e-01,-42,-34,-46,-36,-1.2,-0.4,-0.4,1.78814e-08
-1.856e-01,-38,-40,-38,-40,-1.2,-1.6,-0.8,-1.2
-1.854e-01,-32,-20,-30,-22,-0.8,-0.4,-0.4,1.78814e-08
-1.852e-01,-24,-26,-24,-26,-0.8,-1.6,-0.8,-1.2
-1.850e-01,-16,-8,-18,-10,-1.2,-0.4,-0.4,1.78814e-08
-1.848e-01,-12,-14,-12,-14,-0.8,-1.6,-0.4,-1.2
-1.846e-01,-4,2,-6,4.47035e-08,-0.8,-0.4,-0.8,1.78814e-08
-1.844e-01,-2,-4,-2,-4,-0.8,-1.2,-0.4,-0.8
-1.842e-01,4,14,4,10,-0.4,-0.4,-0.4,1.78814e-08
-1.840e-01,10,8,8,6,-0.8,-1.2,-0.4,-0.8
-1.838e-01,16,24,14,20,-0.8,-0.4,-0.4,1.78814e-08
-1.836e-01,20,18,20,16,-0.8,-1.2,-0.4,-0.8
-1.835e-01,28,38,24,32,-0.8,1.78814e-08,-0.4,0.4
-1.833e-01,34,30,30,28,-0.4,-1.2,1.78814e-08,-0.8
-1.831e-01,42,50,36,44,-0.4,1.78814e-08,-0.4,0.4
-1.829e-01,48,44,42,40,-0.4,-0.8,-0.4,-0.8
-1.827e-01,52,60,48,56,1.78814e-08,1.78814e-08,-0.4,0.4
-1.825e-01,58,54,54,52,-0.4,-0.8,1.78814e-08,-0.8
-1.823e-01,62,72,58,66,-0.4,0.4,1.78814e-08,0.4
-1.821e-01,70,66,64,62,-0.4,-0.8,1.78814e-08,-0.4
-1.819e-01,74,82,68,74,1.78814e-08,0.4,-0.4,0.4
-1.817e-01,78,74,74,70,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.815e-01,82,88,76,82,1.78814e-08,0.4,1.78814e-08,0.4
-1.813e-01,86,82,80,78,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.812e-01,88,96,84,88,0.4,0.8,1.78814e-08,0.8
-1.810e-01,92,88,86,84,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.808e-01,94,100,88,94,0.4,0.8,1.78814e-08,0.8
-1.806e-01,96,94,90,88,1.78814e-08,1.78814e-08,0.4,-0.4
-1.804e-01,100,104,94,98,0.4,0.8,0.4,0.8
-1.802e-01,102,98,96,94,0.4,1.78814e-08,1.78814e-08,1.78814e-08
-1.800e-01,102,108,98,102,0.4,1.2,0.4,0.8
-1.798e-01,106,102,100,98,0.8,1.78814e-08,0.4,1.78814e-08
-1.796e-01,106,110,100,104,0.4,1.2,0.4,0.8
-1.794e-01,106,100,102,98,0.8,0.4,0.4,1.78814e-08
-1.792e-01,106,110,102,104,0.8,1.2,1.78814e-08,0.8
-1.790e-01,104,96,100,92,0.8,0.4,0.4,1.78814e-08
-1.788e-01,104,108,98,102,0.8,1.2,0.4,0.8
-1.787e-01,100,90,94,88,0.8,0.4,0.4,1.78814e-08
-1.785e-01,98,104,92,96,0.8,1.2,0.4,0.8
-1.783e-01,94,86,88,84,1.2,0.4,0.8,1.78814e-08
-1.781e-01,92,98,88,92,0.8,1.6,0.4,0.8
-1.779e-01,90,82,86,78,0.8,0.4,0.4,1.78814e-08
-1.777e-01,88,94,82,88,1.2,1.6,0.8,1.2
-1.775e-01,84,76,80,72,1.2,0.4,0.4,1.78814e-08
-1.773e-01,82,88,78,84,1.2,1.6,0.4,1.2
-1.771e-01,78,68,74,66,1.2,0.8,0.4,1.78814e-08
-1.769e-01,78,82,72,78,1.2,1.6,0.4,1.2
-1.767e-01,72,58,68,56,1.2,0.8,0.4,1.78814e-08
-1.765e-01,68,74,62,70,1.6,1.6,0.4,1.2
-1.764e-01,62,46,58,46,1.2,0.8,0.4,1.78814e-08
-1.762e-01,56,64,54,60,1.2,1.6,0.4,0.8
-1.760e-01,48,32,48,32,1.2,0.8,0.4,1.78814e-08
-1.758e-01,44,54,42,50,1.2,1.6,0.4,0.8
-1.756e-01,36,18,34,18,1.2,0.4,0.4,1.78814e-08
-1.754e-01,28,40,28,36,1.2,1.6,0.4,0.8
-1.752e-01,22,6,20,6,1.2,0.4,0.4,1.78814e-08
-1.750e-01,14,26,12,22,0.8,1.6,0.4,0.8
-1.748e-01,10,-4,8,-4,0.8,0.4,0.4,1.78814e-08
-1.746e-01,4,14,2,10,0.8,1.6,0.4,0.8
-1.744e-01,4.47035e-08,-14,-2,-14,1.2,0.4,0.4,-0.4
-1.742e-01,-8,2,-6,4.47035e-08,0.8,1.6,1.78814e-08,0.8
-1.740e-01,-14,-26,-12,-24,0.8,0.4,0.4,-0.4
-1.739e-01,-18,-8,-16,-10,0.8,1.2,1.78814e-08,0.8
-1.737e-01,-24,-38,-22,-36,0.8,1.78814e-08,0.4,-0.4
-1.735e-01,-28,-20,-28,-20,0.8,1.2,1.78814e-08,0.8
-1.733e-01,-36,-52,-34,-48,0.8,1.78814e-08,1.78814e-08,-0.4
-1.731e-01,-42,-30,-42,-32,0.8,1.2,1.78814e-08,0.4
-1.729e-01,-48,-62,-46,-60,0.8,1.78814e-08,1.78814e-08,-0.4
-1.727e-01,-54,-44,-52,-44,0.4,1.2,1.78814e-08,0.4
-1.725e-01,-58,-72,-56,-70,0.4,1.78814e-08,1.78814e-08,-0.4
-1.723e-01,-64,-54,-64,-56,0.4,0.8,1.78814e-08,0.4
-1.721e-01,-70,-82,-68,-80,1.78814e-08,-0.4,-0.4,-0.8
-1.719e-01,-74,-66,-72,-66,1.78814e-08,0.8,1.78814e-08,0.4
-1.717e-01,-80,-90,-76,-86,1.78814e-08,-0.4,-0.4,-0.8
-1.715e-01,-84,-76,-82,-74,1.78814e-08,0.4,-0.4,0.4
-1.714e-01,-86,-96,-84,-92,1.78814e-08,-0.4,-0.4,-0.8
-1.712e-01,-90,-82,-88,-82,1.78814e-08,0.4,-0.4,0.4
-1.710e-01,-92,-100,-90,-98,1.78814e-08,-0.8,-0.4,-0.8
-1.708e-01,-96,-88,-94,-88,1.78814e-08,0.4,-0.4,1.78814e-08
-1.706e-01,-98,-106,-94,-102,-0.4,-0.8,-0.4,-0.8
-1.704e-01,-100,-94,-98,-94,1.78814e-08,0.4,-0.4,1.78814e-08
-1.702e-01,-104,-110,-100,-106,-0.4,-0.8,-0.4,-1.2
-1.700e-01,-104,-98,-102,-98,-0.4,1.78814e-08,-0.8,1.78814e-08
-1.698e-01,-106,-112,-104,-108,-0.4,-1.2,-0.4,-1.2
-1.696e-01,-108,-102,-104,-102,-0.4,1.78814e-08,-0.8,1.78814e-08
-1.694e-01,-108,-110,-106,-108,-0.8,-1.2,-0.8,-1.2
-1.692e-01,-106,-102,-104,-102,-0.8,1.78814e-08,-0.4,1.78814e-08
-1.691e-01,-106,-108,-104,-106,-0.4,-1.2,-0.4,-1.2
-1.689e-01,-104,-96,-100,-98,-0.4,-0.4,-0.8,1.78814e-08
-1.687e-01,-100,-104,-100,-102,-0.8,-1.6,-0.8,-1.2
-1.685e-01,-98,-92,-96,-92,-0.8,-0.4,-0.8,1.78814e-08
-1.683e-01,-98,-100,-94,-96,-0.8,-1.6,-0.8,-1.2
-1.681e-01,-94,-88,-92,-88,-0.8,-0.4,-0.8,1.78814e-08
-1.679e-01,-90,-94,-90,-92,-0.8,-1.6,-0.8,-1.2
-1.677e-01,-90,-82,-88,-84,-0.8,-0.4,-0.8,1.78814e-08
-1.675e-01,-88,-90,-84,-88,-0.8,-1.6,-0.8,-1.2
-1.673e-01,-84,-76,-82,-78,-0.8,-0.4,-0.8,1.78814e-08
-1.671e-01,-80,-84,-80,-82,-0.8,-1.6,-0.4,-1.2
-1.669e-01,-78,-68,-76,-70,-0.8,-0.4,-0.8,1.78814e-08
-1.667e-01,-72,-76,-72,-74,-0.8,-1.6,-0.8,-1.2
-1.666e-01,-68,-60,-70,-62,-1.2,-0.4,-0.8,1.78814e-08
-1.664e-01,-64,-66,-64,-66,-1.2,-1.6,-0.4,-1.2
-1.662e-01,-58,-48,-58,-52,-1.2,-0.4,-0.4,1.78814e-08
-1.660e-01,-54,-54,-52,-54,-0.8,-1.6,-0.8,-1.2
-1.658e-01,-46,-36,-48,-38,-1.2,-0.4,-0.8,1.78814e-08
-1.656e-01,-38,-42,-40,-42,-0.8,-1.6,-0.4,-1.2
-1.654e-01,-32,-22,-32,-24,-1.2,-0.4,-0.8,1.78814e-08
-1.652e-01,-24,-28,-26,-28,-1.2,-1.6,-0.4,-1.2
-1.650e-01,-18,-10,-18,-12,-0.8,-0.4,-0.4,1.78814e-08
-1.648e-01,-12,-16,-14,-16,-0.8,-1.6,-0.8,-1.2
-1.646e-01,-6,2,-8,4.47035e-08,-0.8,-0.4,-0.4,1.78814e-08
-1.644e-01,-2,-6,-2,-6,-0.8,-1.2,-0.4,-0.8
-1.643e-01,4,12,2,10,-0.8,-0.4,-0.4,1.78814e-08
-1.641e-01,10,6,8,4,-0.8,-1.2,-0.4,-0.8
-1.639e-01,14,24,12,20,-0.8,-0.4,-0.4,1.78814e-08
-1.637e-01,20,18,18,16,-0.8,-1.2,-0.4,-0.8
-1.635e-01,28,36,24,30,-0.4,1.78814e-08,-0.4,0.4
-1.633e-01,32,30,30,28,-0.8,-1.2,-0.4,-0.8
-1.631e-01,40,48,36,42,-0.4,1.78814e-08,-0.4,0.4
-1.629e-01,44,42,40,38,-0.4,-0.8,-0.4,-0.8
-1.627e-01,52,60,46,54,-0.4,1.78814e-08,-0.4,0.4
-1.625e-01,56,54,52,50,-0.4,-0.8,1.78814e-08,-0.4
-1.623e-01,62,70,58,64,-0.4,0.4,1.78814e-08,0.4
-1.621e-01,68,64,62,60,-0.4,-0.8,1.78814e-08,-0.4
-1.619e-01,74,80,68,74,1.78814e-08,0.4,1.78814e-08,0.4
-1.618e-01,78,74,72,70,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.616e-01,82,88,76,82,1.78814e-08,0.4,1.78814e-08,0.4
-1.614e-01,86,82,80,78,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.612e-01,88,94,82,88,1.78814e-08,0.8,0.4,0.8
-1.610e-01,92,88,86,84,0.4,-0.4,0.4,-0.4
-1.608e-01,96,98,88,92,0.4,0.8,1.78814e-08,0.8
-1.606e-01,94,92,90,88,0.4,1.78814e-08,1.78814e-08,-0.4
-1.604e-01,100,104,92,98,0.4,0.8,0.4,0.8
-1.602e-01,102,98,96,94,0.4,1.78814e-08,1.78814e-08,1.78814e-08
-1.600e-01,104,108,98,102,0.4,0.8,0.4,0.8
-1.598e-01,106,102,100,98,0.4,1.78814e-08,0.4,1.78814e-08
-1.596e-01,104,110,100,104,0.8,1.2,0.4,0.8
-1.595e-01,106,100,102,98,0.8,0.4,0.4,1.78814e-08
-1.593e-01,106,110,100,104,0.8,1.2,1.78814e-08,0.8
-1.591e-01,104,96,100,94,0.8,0.4,0.4,1.78814e-08
-1.589e-01,102,108,98,102,0.8,1.2,1.78814e-08,0.8
-1.587e-01,100,92,94,88,0.8,0.4,0.4,1.78814e-08
-1.585e-01,98,104,92,98,1.2,1.6,0.4,0.8
-1.583e-01,96,86,90,84,0.8,0.4,0.8,1.78814e-08
-1.581e-01,94,98,88,92,0.8,1.6,0.4,0.8
-1.579e-01,92,82,86,78,1.2,0.4,0.4,1.78814e-08
-1.577e-01,88,94,84,88,0.8,1.6,0.4,1.2
-1.575e-01,86,76,82,74,1.2,0.4,0.4,1.78814e-08
-1.573e-01,82,90,78,82,1.2,1.6,0.4,1.2
-1.571e-01,80,70,76,66,0.8,0.4,0.8,1.78814e-08
-1.570e-01,76,82,72,78,1.2,1.6,0.4,1.2
-1.568e-01,72,60,68,58,1.2,0.8,0.4,1.78814e-08
-1.566e-01,68,76,64,70,1.2,1.6,0.4,1.2
-1.564e-01,62,48,60,48,1.2,0.4,0.4,1.78814e-08
-1.562e-01,58,66,54,62,1.2,1.6,0.4,0.8
-1.560e-01,52,34,48,34,1.2,0.8,0.4,1.78814e-08
-1.558e-01,46,54,42,52,1.2,1.6,0.4,0.8
-1.556e-01,38,20,36,20,1.2,0.4,0.4,-0.4
-1.554e-01,32,40,30,38,1.2,1.6,0.4,0.8
-1.552e-01,22,8,22,8,1.2,0.4,0.4,1.78814e-08
-1.550e-01,16,26,16,24,1.2,1.6,0.4,0.8
-1.548e-01,12,-2,10,-2,0.8,0.4,0.4,-0.4
-1.547e-01,4,14,4,12,0.8,1.6,1.78814e-08,0.8
-1.545e-01,4.47035e-08,-14,-2,-12,1.2,0.4,1.78814e-08,-0.4
-1.543e-01,-4,4,-6,2,0.8,1.2,0.4,0.8
-1.541e-01,-10,-24,-10,-24,0.8,0.4,0.4,-0.4
-1.539e-01,-16,-8,-16,-8,0.8,1.2,0.4,0.8
-1.537e-01,-22,-38,-20,-34,0.8,0.4,0.4,-0.4
-1.535e-01,-30,-18,-26,-20,0.8,1.2,0.4,0.8
-1.533e-01,-36,-50,-34,-46,0.8,1.78814e-08,1.78814e-08,-0.4
-1.531e-01,-40,-30,-40,-30,0.8,1.2,1.78814e-08,0.4
-1.529e-01,-46,-60,-46,-58,0.4,1.78814e-08,1.78814e-08,-0.4
-1.527e-01,-52,-44,-52,-42,0.8,1.2,-0.4,0.4
-1.525e-01,-60,-72,-58,-70,0.4,1.78814e-08,1.78814e-08,-0.8
-1.523e-01,-64,-54,-64,-54,0.4,0.8,-0.4,0.4
-1.522e-01,-66,-80,-66,-78,0.4,-0.4,1.78814e-08,-0.8
-1.520e-01,-74,-64,-72,-64,0.4,0.8,1.78814e-08,0.4
-1.518e-01,-78,-88,-76,-86,1.78814e-08,-0.4,1.78814e-08,-0.8
-1.516e-01,-82,-74,-82,-74,1.78814e-08,0.8,1.78814e-08,0.4
-1.514e-01,-86,-96,-84,-92,1.78814e-08,-0.4,-0.4,-0.8
-1.512e-01,-90,-82,-88,-82,1.78814e-08,0.4,-0.4,0.4
-1.510e-01,-92,-100,-90,-96,1.78814e-08,-0.8,-0.4,-0.8
-1.508e-01,-94,-88,-92,-88,1.78814e-08,0.4,1.78814e-08,0.4
-1.506e-01,-98,-106,-94,-102,1.78814e-08,-0.8,-0.4,-0.8
-1.504e-01,-100,-94,-96,-92,1.78814e-08,0.4,-0.4,0.4
-1.502e-01,-104,-110,-100,-106,-0.4,-0.8,-0.4,-1.2
-1.500e-01,-104,-98,-100,-96,-0.4,1.78814e-08,-0.4,1.78814e-08
-1.499e-01,-106,-112,-104,-108,-0.4,-1.2,-0.8,-1.2
-1.497e-01,-106,-102,-104,-102,-0.4,1.78814e-08,-0.4,1.78814e-08
-1.495e-01,-106,-112,-106,-108,-0.4,-1.2,-0.8,-1.2
-1.493e-01,-108,-102,-104,-102,-0.8,1.78814e-08,-0.4,1.78814e-08
-1.491e-01,-106,-108,-104,-106,-0.8,-1.2,-0.8,-1.2
-1.489e-01,-104,-98,-102,-98,-0.8,-0.4,-0.4,1.78814e-08
-1.487e-01,-102,-106,-100,-102,-0.8,-1.2,-0.8,-1.2
-1.485e-01,-100,-94,-98,-94,-0.8,-0.4,-0.4,1.78814e-08
-1.483e-01,-98,-100,-94,-98,-0.8,-1.6,-0.8,-1.2
-1.481e-01,-94,-88,-92,-88,-0.8,-0.4,-0.8,1.78814e-08
-1.479e-01,-92,-96,-90,-94,-0.8,-1.6,-0.8,-1.2
-1.477e-01,-90,-84,-88,-84,-0.8,-0.4,-0.8,1.78814e-08
-1.475e-01,-86,-90,-86,-88,-0.8,-1.6,-0.8,-1.2
-1.474e-01,-84,-78,-84,-78,-0.8,-0.4,-0.8,1.78814e-08
-1.472e-01,-82,-84,-80,-82,-1.2,-1.6,-0.8,-1.2
-1.470e-01,-78,-70,-78,-72,-1.2,-0.4,-0.4,1.78814e-08
-1.468e-01,-74,-78,-74,-76,-0.8,-1.6,-0.8,-1.2
-1.466e-01,-68,-62,-70,-62,-1.2,-0.4,-0.8,1.78814e-08
-1.464e-01,-64,-68,-64,-66,-1.2,-1.6,-0.4,-1.2
-1.462e-01,-60,-50,-60,-52,-1.2,-0.4,-0.8,1.78814e-08
-1.460e-01,-54,-56,-52,-56,-0.8,-1.6,-0.8,-1.2
-1.458e-01,-46,-36,-48,-40,-1.2,-0.4,-0.8,1.78814e-08
-1.456e-01,-42,-44,-40,-44,-0.8,-1.6,-0.4,-1.2
-1.454e-01,-32,-22,-34,-24,-1.2,-0.4,-0.4,1.78814e-08
-1.452e-01,-26,-30,-26,-28,-0.8,-1.6,-0.4,-1.2
-1.451e-01,-20,-10,-20,-12,-1.2,-0.4,-0.4,1.78814e-08
-1.449e-01,-14,-16,-14,-16,-0.8,-1.6,-0.8,-1.2
-1.447e-01,-8,4.47035e-08,-8,-2,-0.8,-0.4,-0.4,1.78814e-08
-1.445e-01,-4,-6,-4,-6,-0.8,-1.2,-0.8,-1.2
-1.443e-01,2,12,4.47035e-08,8,-0.8,-0.4,-0.4,1.78814e-08
-1.441e-01,8,4,6,4,-0.8,-1.2,-0.4,-1.2
-1.439e-01,14,22,12,18,-0.8,-0.4,-0.4,1.78814e-08
-1.437e-01,20,16,16,14,-0.8,-1.2,-0.4,-0.8
-1.435e-01,26,34,22,30,-0.8,1.78814e-08,-0.4,0.4
-1.433e-01,30,28,30,26,-0.8,-1.2,-0.4,-0.8
-1.431e-01,38,48,34,42,-0.4,1.78814e-08,-0.4,0.4
-1.429e-01,44,40,40,38,-0.4,-1.2,1.78814e-08,-0.8
-1.427e-01,48,58,46,54,-0.4,1.78814e-08,1.78814e-08,0.4
-1.426e-01,58,52,52,48,-0.4,-0.8,-0.4,-0.4
-1.424e-01,62,70,58,64,1.78814e-08,0.4,1.78814e-08,0.4
-1.422e-01,64,62,62,60,1.78814e-08,-0.8,1.78814e-08,-0.4
-1.420e-01,72,80,68,72,1.78814e-08,0.4,1.78814e-08,0.4
-1.418e-01,76,72,72,68,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.416e-01,80,86,76,82,1.78814e-08,0.4,1.78814e-08,0.4
-1.414e-01,84,80,80,76,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.412e-01,88,94,82,88,1.78814e-08,0.8,1.78814e-08,0.4
-1.410e-01,92,86,86,84,1.78814e-08,-0.4,1.78814e-08,-0.4
-1.408e-01,92,98,88,92,1.78814e-08,0.8,1.78814e-08,0.8
-1.406e-01,96,92,90,88,0.4,1.78814e-08,1.78814e-08,-0.4
-1.404e-01,98,104,94,98,0.4,0.8,1.78814e-08,0.8
-1.403e-01,100,96,94,92,0.4,1.78814e-08,0.4,1.78814e-08
-1.401e-01,104,108,96,100,0.4,0.8,0.4,0.8
-1.399e-01,104,100,98,96,0.8,1.78814e-08,0.4,1.78814e-08
-1.397e-01,104,110,100,104,0.4,1.2,0.4,0.8
-1.395e-01,106,100,102,98,0.8,1.78814e-08,0.4,1.78814e-08
-1.393e-01,106,110,100,104,0.8,1.2,0.4,0.8
-1.391e-01,106,96,100,94,0.8,0.4,0.4,1.78814e-08
-1.389e-01,102,108,96,102,0.8,1.2,0.4,0.8
-1.387e-01,100,92,96,88,0.8,0.4,0.4,1.78814e-08
-1.385e-01,98,104,94,98,1.2,1.2,0.4,0.8
-1.383e-01,94,88,92,84,0.8,0.4,0.4,1.78814e-08
-1.381e-01,94,100,88,94,0.8,1.6,0.4,1.2
-1.379e-01,92,82,88,80,0.8,0.4,0.8,1.78814e-08
-1.378e-01,88,94,84,88,1.2,1.6,0.4,1.2
-1.376e-01,86,76,82,74,1.2,0.4,0.4,1.78814e-08
-1.374e-01,82,90,80,84,1.2,1.6,0.4,1.2
