Model,DPO2014B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.1,,,,,,,
Sample Interval,0.000192012,,,,,,,
Filter Frequency,1e+08,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,100,,50,,10,,10,
Vertical Units,V,,V,,A,,A,
Vertical Offset,0,,0,,0,,0,
Vertical Scale,50,,50,,20,,10,
Label,,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect,CH4,CH4 Peak Detect
2.296e-02,-2,-6,3,-1,20,19.2,1.8,1.4
2.315e-02,-2,2,3,5,20.8,21.6,1.8,2.2
2.334e-02,-4,-6,1,-1,20,19.2,1.8,1.4
2.353e-02,-2,2,3,5,20.8,22.4,1.8,2.2
2.373e-02,-2,-6,1,-1,21.6,19.2,1.8,1
2.392e-02,-2,2,3,5,21.6,22.4,1.8,2.2
2.411e-02,-4,-6,1,1,20.8,18.4,1.4,1
2.430e-02,-2,2,3,5,20,21.6,1.8,2.2
2.449e-02,-2,-6,3,1,20,17.6,1.4,1
2.469e-02,-2,2,5,7,19.2,20.8,1.4,1.8
2.488e-02,-2,-6,5,1,19.2,16,1.4,0.6
2.507e-02,-2,2,3,7,17.6,19.2,1.4,1.8
2.526e-02,-2,-8,3,1,17.6,14.4,1,0.6
2.545e-02,-2,2,3,5,16.8,17.6,1,1.4
2.565e-02,-4,-6,3,1,15.2,12.8,1,0.2
2.584e-02,-4,2,3,5,15.2,16.8,1,1.4
2.603e-02,-4,-6,3,1,13.6,11.2,0.6,0.2
2.622e-02,-4,2,3,5,12.8,15.2,0.6,1.4
2.641e-02,-2,-6,3,1,11.2,8.8,0.6,-0.2
2.661e-02,-2,2,3,5,10.4,12.8,0.6,1
2.680e-02,-4,-6,3,1,9.6,6.4,0.2,-0.2
2.699e-02,-2,2,3,7,8.8,10.4,0.2,1
2.718e-02,-2,-6,3,1,7.2,4,0.2,-0.6
2.737e-02,-4,2,3,7,6.4,8.8,0.2,0.6
2.757e-02,-4,-6,3,1,5.6,1.6,-0.2,-0.6
2.776e-02,-2,2,3,7,4,6.4,-0.2,0.6
2.795e-02,-6,-6,3,1,3.2,-0.8,-0.2,-1
2.814e-02,-2,2,3,5,0.8,4,-0.2,0.2
2.833e-02,-4,-6,3,1,0.8,-3.2,-0.2,-1
2.853e-02,-2,2,3,5,-0.8,0.8,-0.2,0.2
2.872e-02,-2,-6,3,-1,-2.4,-5.6,-0.6,-1.4
2.891e-02,-4,2,1,5,-2.4,-1.6,-0.6,-0.2
2.910e-02,-2,-6,3,-1,-4.8,-8,-1,-1.4
2.929e-02,-2,2,1,5,-5.6,-3.2,-1,-0.2
2.949e-02,-4,-6,1,-1,-7.2,-10.4,-1,-1.8
2.968e-02,-2,2,1,3,-8,-6.4,-1,-0.6
2.987e-02,-2,-6,1,-1,-8,-12,-1,-1.8
3.006e-02,-4,2,1,3,-9.6,-8,-1,-0.6
3.025e-02,-4,-8,1,-3,-10.4,-14.4,-1,-1.8
3.045e-02,-4,2,1,3,-12,-10.4,-1.4,-0.6
3.064e-02,-2,-6,-1,-3,-13.6,-16,-1.4,-1.8
3.083e-02,-2,2,1,3,-14.4,-12,-1.4,-1
3.102e-02,-2,-6,-1,-5,-14.4,-17.6,-1.4,-2.2
3.122e-02,-4,2,-1,1,-15.2,-13.6,-1.4,-1
3.141e-02,-2,-6,-3,-5,-16,-19.2,-1.4,-2.2
3.160e-02,-2,2,-3,1,-16.8,-15.2,-1.8,-1
3.179e-02,-2,-6,-1,-5,-17.6,-20,-1.4,-2.2
3.198e-02,-4,2,-3,1,-18.4,-16.8,-1.4,-1
3.218e-02,-2,-6,-3,-5,-19.2,-20.8,-1.4,-2.2
3.237e-02,-4,2,-3,1,-19.2,-17.6,-1.4,-1
3.256e-02,-2,-8,-3,-7,-20,-21.6,-1.8,-2.2
3.275e-02,-4,2,-3,-1,-20,-18.4,-1.8,-1
3.294e-02,-4,-6,-5,-7,-20.8,-21.6,-1.8,-2.2
3.314e-02,-2,2,-5,-1,-20.8,-19.2,-1.4,-1
3.333e-02,-2,-6,-3,-7,-20.8,-22.4,-1.8,-2.2
3.352e-02,-2,2,-5,-1,-20.8,-20,-1.4,-1
3.371e-02,-2,-6,-5,-7,-20.8,-21.6,-1.4,-1.8
3.390e-02,-2,2,-5,-1,-20.8,-19.2,-1.4,-1
3.410e-02,-2,-6,-5,-9,-20,-21.6,-1.4,-1.8
3.429e-02,-2,2,-5,-3,-20,-18.4,-1.4,-0.6
3.448e-02,-4,-6,-7,-9,-19.2,-20.8,-1.4,-1.8
3.467e-02,-4,2,-7,-3,-18.4,-17.6,-1,-0.6
3.486e-02,-1.3411e-07,-6,-7,-9,-18.4,-19.2,-1,-1.4
3.506e-02,-4,2,-7,-3,-17.6,-16,-1,-0.2
3.525e-02,-2,-6,-7,-9,-16.8,-18.4,-1,-1.4
3.544e-02,-2,2,-7,-3,-16,-14.4,-0.6,-0.2
3.563e-02,-2,-6,-7,-9,-15.2,-16.8,-0.6,-1.4
3.582e-02,-2,2,-7,-3,-14.4,-12.8,-0.6,-0.2
3.602e-02,-4,-6,-7,-9,-13.6,-14.4,-0.6,-1
3.621e-02,-2,2,-7,-3,-12,-10.4,-0.6,-0.2
3.640e-02,-4,-6,-7,-9,-12,-12.8,-0.2,-1
3.659e-02,-2,2,-5,-3,-10.4,-8.8,-0.6,0.2
3.678e-02,-2,-6,-7,-9,-8.8,-10.4,-0.2,-0.6
3.698e-02,-2,2,-7,-3,-8,-6.4,-0.2,0.6
3.717e-02,-2,-6,-5,-9,-7.2,-8,0.2,-0.6
3.736e-02,-4,2,-7,-3,-5.6,-4,0.2,0.6
3.755e-02,-2,-6,-7,-9,-4.8,-6.4,0.2,-0.2
3.774e-02,-4,2,-7,-3,-3.2,-1.6,0.2,1
3.794e-02,-2,-6,-5,-9,-2.4,-3.2,0.2,-0.2
3.813e-02,-2,2,-5,-3,-0.8,0.8,0.6,1
3.832e-02,-2,-6,-5,-7,0.8,-0.8,0.6,0.2
3.851e-02,-4,2,-5,-3,1.6,3.2,1,1.4
3.870e-02,-2,-6,-5,-7,2.4,1.6,0.6,0.2
3.890e-02,-2,2,-5,-3,3.2,5.6,1,1.4
3.909e-02,-4,-6,-5,-7,5.6,4,1,0.6
3.928e-02,-4,2,-5,-1,6.4,8,1.4,1.8
3.947e-02,-4,-6,-3,-7,7.2,6.4,1,0.6
3.966e-02,-2,2,-3,-1,8.8,10.4,1.4,1.8
3.986e-02,-4,-6,-3,-7,9.6,8.8,1.4,1
4.005e-02,-4,2,-3,-1,10.4,12.8,1.4,1.8
4.024e-02,-2,-6,-5,-5,12,10.4,1.4,1
4.043e-02,-2,2,-3,-1,12.8,14.4,1.4,2.2
4.062e-02,-4,-6,-3,-5,14.4,12.8,1.4,1.4
4.082e-02,-2,2,-3,1,14.4,16,1.8,2.2
4.101e-02,-2,-6,-3,-3,15.2,14.4,1.4,1.4
4.120e-02,-2,2,-1,1,16,17.6,1.8,2.2
4.139e-02,-4,-6,-1,-3,16.8,16,1.8,1.4
4.158e-02,-2,2,-1,1,17.6,19.2,2.2,2.2
4.178e-02,-4,-6,-1,-3,18.4,16.8,1.8,1.4
4.197e-02,-4,2,-1,3,18.4,20,1.8,2.2
4.216e-02,-2,-6,1,-3,19.2,18.4,1.8,1.4
4.235e-02,-4,2,-1,3,19.2,20.8,1.8,2.2
4.254e-02,-4,-6,1,-1,20,19.2,1.8,1.4
4.274e-02,-4,2,1,3,20.8,21.6,1.8,2.6
4.293e-02,-2,-6,1,-1,20.8,19.2,1.8,1.4
4.312e-02,-2,2,1,5,20.8,22.4,1.8,2.6
4.331e-02,-2,-8,1,-1,21.6,20,1.8,1.4
4.350e-02,-4,2,1,5,20.8,22.4,1.8,2.2
4.370e-02,-2,-6,1,-1,21.6,19.2,1.8,1
4.389e-02,-2,2,1,5,21.6,22.4,1.8,2.2
4.408e-02,-4,-6,1,-1,20.8,19.2,1.8,1
4.427e-02,-4,2,1,5,20,21.6,1.8,2.2
4.446e-02,-2,-6,3,1,20,17.6,1.8,1
4.466e-02,-4,2,3,7,19.2,20.8,1.4,1.8
4.485e-02,-2,-6,3,1,19.2,16.8,1.4,0.6
4.504e-02,-4,2,5,7,18.4,20,1.4,1.8
4.523e-02,-2,-6,3,1,17.6,15.2,1.4,0.6
4.542e-02,-2,2,3,7,16.8,18.4,1.4,1.8
4.562e-02,-2,-6,3,1,16,13.6,1,0.2
4.581e-02,-4,2,3,5,15.2,16.8,1,1.4
4.600e-02,-2,-6,3,1,14.4,11.2,1,0.2
4.619e-02,-4,2,3,5,13.6,15.2,0.6,1.4
4.638e-02,-2,-6,3,1,12,9.6,0.6,0.2
4.658e-02,-2,2,3,5,11.2,13.6,0.6,1
4.677e-02,-2,-6,3,1,10.4,7.2,0.6,-0.2
4.696e-02,-2,2,3,7,8.8,11.2,0.6,1
4.715e-02,-4,-6,1,1,8,4.8,0.2,-0.6
4.734e-02,-2,2,3,7,7.2,8.8,0.2,0.6
4.754e-02,-2,-6,3,1,5.6,2.4,0.2,-0.6
4.773e-02,-2,2,3,7,4.8,6.4,-0.2,0.6
4.792e-02,-2,-8,3,1,3.2,-7.15256e-08,-0.2,-1
4.811e-02,-2,2,3,5,1.6,4,-0.2,0.2
4.830e-02,-2,-6,3,-1,0.8,-2.4,-0.2,-1
4.850e-02,-2,2,3,5,-0.8,1.6,-0.2,0.2
4.869e-02,-2,-6,3,-1,-1.6,-4.8,-0.6,-1
4.888e-02,-2,2,3,5,-2.4,-0.8,-0.6,-0.2
4.907e-02,-6,-6,1,-1,-4,-7.2,-0.6,-1.4
4.926e-02,-2,2,1,5,-5.6,-3.2,-0.6,-0.2
4.946e-02,-6,-6,1,-1,-6.4,-9.6,-0.6,-1.4
4.965e-02,-2,2,1,3,-8,-5.6,-1,-0.6
4.984e-02,-2,-6,1,-1,-8.8,-12,-1,-1.8
5.003e-02,-4,2,1,3,-9.6,-8,-1.4,-0.6
5.022e-02,-4,-6,-1,-3,-10.4,-13.6,-1,-1.8
5.042e-02,-4,2,1,3,-11.2,-9.6,-1.4,-0.6
5.061e-02,-2,-6,-1,-3,-12.8,-15.2,-1.4,-2.2
5.080e-02,-4,2,1,3,-13.6,-11.2,-1.4,-1
5.099e-02,-2,-6,-1,-5,-14.4,-16.8,-1.4,-2.2
5.118e-02,-2,2,-1,1,-15.2,-13.6,-1.4,-1
5.138e-02,-4,-6,-3,-5,-15.2,-18.4,-1.4,-2.2
5.157e-02,-4,2,-3,1,-16.8,-15.2,-1.4,-1
5.176e-02,-2,-6,-3,-5,-17.6,-19.2,-1.4,-2.2
5.195e-02,-2,2,-3,1,-17.6,-16,-1.8,-1
5.214e-02,-2,-6,-1,-5,-18.4,-20.8,-1.8,-2.2
5.234e-02,-4,2,-3,-1,-19.2,-17.6,-1.4,-1
5.253e-02,-4,-6,-3,-7,-20,-20.8,-1.4,-2.2
5.272e-02,-2,2,-3,-1,-20,-18.4,-1.4,-1
5.291e-02,-4,-6,-5,-7,-20,-21.6,-1.4,-2.2
5.310e-02,-4,2,-5,-1,-20,-19.2,-1.8,-1
5.330e-02,-2,-6,-5,-7,-20,-21.6,-1.4,-2.2
5.349e-02,-2,2,-5,-1,-20.8,-19.2,-1.4,-1
5.368e-02,-2,-6,-5,-7,-20,-21.6,-1.4,-2.2
5.387e-02,-4,2,-5,-3,-20,-19.2,-1.4,-1
5.406e-02,-2,-6,-5,-9,-20,-21.6,-1.4,-1.8
5.426e-02,-6,2,-7,-3,-20,-18.4,-1.4,-0.6
5.445e-02,-4,-6,-7,-9,-19.2,-20.8,-1.4,-1.8
5.464e-02,-4,2,-7,-3,-19.2,-17.6,-1,-0.6
5.483e-02,-2,-6,-7,-9,-18.4,-19.2,-1,-1.8
5.502e-02,-2,2,-7,-3,-17.6,-16,-1,-0.2
5.522e-02,-2,-6,-7,-9,-16.8,-18.4,-0.6,-1.4
5.541e-02,-2,2,-7,-3,-16,-14.4,-1,-0.2
5.560e-02,-2,-6,-7,-9,-15.2,-16.8,-0.6,-1.4
5.579e-02,-2,2,-5,-3,-14.4,-12,-0.6,-0.2
5.598e-02,-4,-6,-7,-9,-13.6,-14.4,-0.6,-1
5.618e-02,-2,2,-5,-3,-12.8,-10.4,-0.6,0.2
5.637e-02,-2,-6,-7,-9,-11.2,-12.8,-0.2,-1
5.656e-02,-2,2,-5,-3,-9.6,-8.8,-0.2,0.2
5.675e-02,-2,-6,-5,-9,-8.8,-10.4,-0.6,-0.6
5.694e-02,-4,2,-7,-3,-8,-6.4,-0.2,0.2
5.714e-02,-4,-6,-7,-9,-7.2,-8.8,0.2,-0.6
5.733e-02,-2,2,-7,-3,-5.6,-4,0.2,0.6
5.752e-02,-2,-6,-7,-9,-4.8,-5.6,0.2,-0.2
5.771e-02,-2,2,-5,-3,-3.2,-1.6,0.2,1
5.790e-02,-6,-6,-7,-9,-2.4,-3.2,0.6,-0.2
5.810e-02,-2,2,-5,-3,-1.6,0.8,0.6,1
5.829e-02,-2,-6,-5,-9,-7.15256e-08,-0.8,1,0.2
5.848e-02,-2,2,-5,-3,1.6,3.2,0.6,1.4
5.867e-02,-2,-6,-5,-9,2.4,1.6,0.6,0.2
5.886e-02,-2,2,-5,-3,4,5.6,1,1.4
5.906e-02,-4,-6,-5,-7,4.8,4,1,0.6
5.925e-02,-2,2,-5,-1,6.4,8,1,1.8
5.944e-02,-2,-8,-3,-7,7.2,6.4,1.4,0.6
5.963e-02,-2,2,-3,-1,8.8,10.4,1,1.8
5.982e-02,-4,-6,-3,-7,8.8,8.8,1.4,1
6.002e-02,-2,2,-3,-1,10.4,12,1.4,1.8
6.021e-02,-4,-6,-3,-7,12,10.4,1.4,1
6.040e-02,-4,2,-3,-1,12.8,14.4,1.8,2.2
6.059e-02,-2,-6,-3,-5,12.8,12,1.4,1
6.078e-02,-2,2,-3,1,14.4,16,1.8,2.2
6.098e-02,-4,-6,-3,-3,15.2,14.4,1.8,1.4
6.117e-02,-2,2,-3,1,16,17.6,1.8,2.2
6.136e-02,-2,-6,-1,-3,16.8,16,1.4,1.4
6.155e-02,-2,2,-1,1,17.6,19.2,1.8,2.2
6.175e-02,-2,-6,-1,-3,18.4,16.8,1.8,1.4
6.194e-02,-2,2,-1,1,18.4,20,1.8,2.2
6.213e-02,-4,-6,1,-3,19.2,18.4,1.8,1.4
6.232e-02,-1.3411e-07,2,-1,3,20,20.8,1.8,2.6
6.251e-02,-4,-6,1,-1,20,19.2,1.8,1.4
6.271e-02,-2,2,1,3,20.8,21.6,1.8,2.2
6.290e-02,-2,-6,1,-1,20.8,20,2.2,1.4
6.309e-02,-2,2,1,5,21.6,22.4,1.8,2.2
6.328e-02,-4,-6,1,-1,21.6,20,1.8,1.4
6.347e-02,-2,2,1,5,21.6,22.4,1.8,2.2
6.367e-02,-2,-6,3,-1,21.6,20,1.8,1.4
6.386e-02,-2,2,3,5,21.6,22.4,1.4,2.2
6.405e-02,-2,-6,1,1,21.6,19.2,1.8,1
6.424e-02,-4,2,1,5,20.8,21.6,1.8,2.2
6.443e-02,-2,-6,3,1,20,18.4,1.4,1
6.463e-02,-2,2,3,7,20,21.6,1.4,1.8
6.482e-02,-2,-6,5,1,18.4,16.8,1.4,0.6
6.501e-02,-2,2,5,7,18.4,20,1.4,1.8
6.520e-02,-2,-6,3,1,18.4,15.2,1.4,0.6
6.539e-02,-2,2,3,7,16.8,18.4,1,1.8
6.559e-02,-2,-6,3,1,16.8,13.6,1,0.2
6.578e-02,-2,2,3,5,16,17.6,1,1.4
6.597e-02,-2,-6,3,1,14.4,12,1,0.2
6.616e-02,-2,2,3,5,13.6,15.2,0.6,1.4
6.635e-02,-2,-6,3,1,12.8,9.6,0.6,0.2
6.655e-02,-2,2,3,5,12,13.6,0.6,1.4
6.674e-02,-4,-6,3,1,10.4,7.2,0.6,-0.2
6.693e-02,-2,2,3,7,9.6,12,0.6,1
6.712e-02,-1.3411e-07,-6,5,1,8,4.8,0.6,-0.2
6.731e-02,-4,2,3,7,7.2,9.6,0.2,1
6.751e-02,-2,-6,3,1,6.4,2.4,0.2,-0.6
6.770e-02,-2,2,3,7,4.8,6.4,0.2,0.6
6.789e-02,-4,-6,1,1,4,-7.15256e-08,-0.2,-1
6.808e-02,-2,2,3,5,2.4,4.8,-0.2,0.2
6.827e-02,-2,-6,3,-1,1.6,-2.4,-0.2,-1
6.847e-02,-4,2,3,5,-7.15256e-08,1.6,-0.2,0.2
6.866e-02,-1.3411e-07,-6,1,-1,-1.6,-4.8,-0.6,-1
6.885e-02,-2,2,3,5,-2.4,-0.8,-0.6,-0.2
6.904e-02,-2,-6,3,-1,-4,-7.2,-0.6,-1.4
6.923e-02,-2,2,1,5,-4.8,-3.2,-1,-0.2
6.943e-02,-2,-6,1,-1,-6.4,-9.6,-1,-1.4
6.962e-02,-2,2,1,3,-7.2,-5.6,-1,-0.2
6.981e-02,-2,-6,1,-1,-8,-11.2,-1,-1.8
7.000e-02,-2,2,1,3,-9.6,-7.2,-1,-0.6
7.019e-02,-1.3411e-07,-6,1,-3,-10.4,-13.6,-1.4,-1.8
7.039e-02,-2,2,1,3,-11.2,-9.6,-1,-0.6
7.058e-02,-2,-6,-1,-3,-12,-15.2,-1.4,-1.8
7.077e-02,-2,2,-1,3,-12.8,-11.2,-1.4,-1
7.096e-02,-4,-6,-1,-5,-14.4,-16.8,-1.4,-1.8
7.115e-02,-2,2,-1,1,-14.4,-12.8,-1.4,-1
7.135e-02,-2,-6,-3,-5,-16,-18.4,-1.4,-2.2
7.154e-02,-2,2,-1,1,-16,-14.4,-1.4,-1
7.173e-02,-2,-6,-3,-5,-17.6,-19.2,-1.4,-2.2
7.192e-02,-2,2,-3,1,-17.6,-16,-1.4,-1
7.211e-02,-2,-6,-3,-5,-18.4,-20,-1.4,-2.2
7.231e-02,-2,2,-1,1,-18.4,-17.6,-1.4,-1
7.250e-02,-2,-6,-3,-7,-19.2,-20.8,-1.4,-2.2
7.269e-02,-2,2,-3,-1,-20,-18.4,-1.8,-1
7.288e-02,-2,-6,-5,-7,-19.2,-21.6,-1.8,-2.2
7.307e-02,-2,2,-3,-3,-20,-18.4,-1.8,-1
7.327e-02,-4,-6,-3,-7,-20,-21.6,-1.4,-2.2
7.346e-02,-2,2,-3,-1,-20,-19.2,-1.8,-1
7.365e-02,-4,-6,-3,-7,-20,-21.6,-1.4,-1.8
7.384e-02,-1.3411e-07,2,-5,-3,-20,-19.2,-1.4,-1
7.403e-02,-4,-6,-5,-9,-20,-20.8,-1.4,-1.8
7.423e-02,-4,2,-5,-3,-19.2,-18.4,-1.4,-0.6
7.442e-02,-2,-6,-5,-9,-19.2,-20.8,-1,-1.8
7.461e-02,-2,2,-5,-3,-19.2,-17.6,-1,-0.6
7.480e-02,-2,-6,-7,-9,-18.4,-19.2,-1,-1.4
7.499e-02,-2,2,-7,-3,-17.6,-16,-1,-0.6
7.519e-02,-2,-6,-7,-9,-16.8,-18.4,-1,-1.4
7.538e-02,-4,2,-7,-3,-16,-14.4,-0.6,-0.2
7.557e-02,-2,-6,-5,-9,-15.2,-16.8,-0.6,-1
7.576e-02,-2,2,-7,-3,-14.4,-12.8,-0.6,-0.2
7.595e-02,-2,-6,-5,-9,-13.6,-14.4,-0.6,-1.4
7.615e-02,-4,2,-5,-3,-12,-10.4,-0.6,0.2
7.634e-02,-2,-6,-5,-9,-11.2,-12.8,-0.6,-1
7.653e-02,-2,2,-5,-3,-10.4,-8.8,-0.2,0.2
7.672e-02,-2,-8,-7,-9,-9.6,-11.2,-0.2,-0.6
7.691e-02,-2,2,-7,-3,-8,-6.4,-0.2,0.2
7.711e-02,-4,-6,-7,-9,-7.2,-8.8,0.2,-0.6
7.730e-02,-2,2,-7,-5,-6.4,-4,0.2,0.6
7.749e-02,-4,-6,-7,-9,-4.8,-6.4,0.2,-0.2
7.768e-02,-2,2,-7,-3,-4,-1.6,0.2,1
7.787e-02,-2,-6,-7,-9,-2.4,-4,0.6,-0.2
7.807e-02,-2,2,-5,-3,-1.6,0.8,0.6,1
7.826e-02,-2,-6,-5,-7,-7.15256e-08,-0.8,0.6,0.2
7.845e-02,-1.3411e-07,2,-5,-3,1.6,3.2,0.6,1.4
7.864e-02,-2,-6,-7,-7,2.4,1.6,1,0.2
7.883e-02,-2,2,-5,-3,4,5.6,1,1.4
7.903e-02,-2,-6,-5,-7,4.8,4,1,0.6
7.922e-02,-4,2,-5,-1,5.6,8,1,1.8
7.941e-02,-2,-6,-3,-7,7.2,6.4,1.4,0.6
7.960e-02,-4,2,-3,-1,8,10.4,1,1.8
7.979e-02,-2,-6,-3,-7,8.8,8,1.4,1
7.999e-02,-2,2,-3,-1,10.4,12,1.4,2.2
8.018e-02,-4,-6,-3,-7,12,10.4,1.8,1
8.037e-02,-2,2,-3,-1,12.8,14.4,1.4,2.2
8.056e-02,-4,-6,-3,-5,13.6,12,1.4,1
8.075e-02,-4,2,-1,1,14.4,16,1.8,2.2
8.095e-02,-2,-6,-3,-5,15.2,14.4,1.8,1.4
8.114e-02,-4,2,-1,1,16,17.6,1.8,2.2
8.133e-02,-2,-6,-1,-3,16.8,15.2,1.8,1.4
8.152e-02,-2,2,-1,1,17.6,19.2,1.8,2.2
8.171e-02,-4,-6,-1,-3,17.6,16.8,1.8,1.4
8.191e-02,-2,2,-1,1,18.4,20,2.2,2.6
8.210e-02,-2,-6,-1,-3,19.2,18.4,1.8,1.4
8.229e-02,-1.3411e-07,2,-1,3,20,20.8,1.8,2.6
8.248e-02,-2,-6,-1,-1,20,19.2,2.2,1.4
8.267e-02,-2,2,1,3,20,21.6,1.8,2.2
8.287e-02,-4,-6,1,-1,20.8,20,1.8,1.4
8.306e-02,-2,2,1,5,21.6,22.4,1.8,2.2
8.325e-02,-2,-6,1,-1,21.6,20,1.8,1.4
8.344e-02,-2,2,1,5,21.6,22.4,1.8,2.2
8.363e-02,-2,-6,1,-1,21.6,20,1.8,1
8.383e-02,-4,2,1,5,21.6,22.4,1.4,2.2
8.402e-02,-2,-6,1,-1,21.6,19.2,1.8,1
8.421e-02,-4,2,3,5,21.6,22.4,1.8,2.2
8.440e-02,-4,-6,3,1,20.8,18.4,1.4,1
8.459e-02,-2,2,3,7,20.8,21.6,1.4,2.2
8.479e-02,-2,-6,3,1,19.2,16.8,1.4,0.6
8.498e-02,-2,2,3,7,19.2,20.8,1.4,1.8
8.517e-02,-2,-6,3,1,18.4,16,1,0.6
8.536e-02,-4,2,3,7,17.6,19.2,1,1.8
8.555e-02,-4,-6,3,1,16.8,13.6,1,0.6
8.575e-02,-2,2,3,5,16,17.6,1,1.4
8.594e-02,-2,-6,3,1,14.4,12,1,0.2
8.613e-02,-4,2,5,5,13.6,16,0.6,1.4
8.632e-02,-2,-6,3,1,12.8,10.4,0.6,0.2
8.651e-02,-4,2,3,7,12,13.6,1,1.4
8.671e-02,-2,-6,3,1,11.2,8,0.6,-0.2
8.690e-02,-2,2,3,5,9.6,12,0.6,1
8.709e-02,-2,-6,3,1,8.8,5.6,0.6,-0.6
8.728e-02,-2,2,3,7,7.2,9.6,0.2,1
8.747e-02,-4,-6,5,1,6.4,3.2,0.2,-0.6
8.767e-02,-2,2,3,7,5.6,7.2,0.2,0.6
8.786e-02,-2,-6,3,1,4,0.8,0.2,-1
8.805e-02,-2,2,3,5,2.4,4.8,-0.2,0.2
8.824e-02,-2,-6,3,-1,1.6,-1.6,-0.2,-1
8.843e-02,-4,2,3,5,-7.15256e-08,2.4,-0.2,0.2
8.863e-02,-4,-6,3,-1,-0.8,-4.8,-0.6,-1.4
8.882e-02,-2,2,3,5,-2.4,-7.15256e-08,-0.6,-0.2
8.901e-02,-2,-6,1,-1,-3.2,-7.2,-1,-1.4
8.920e-02,-2,2,1,5,-4.8,-2.4,-0.6,-0.2
8.939e-02,-2,-6,1,-1,-5.6,-8.8,-0.6,-1.4
8.959e-02,-2,2,1,3,-6.4,-4.8,-1,-0.2
8.978e-02,-2,-6,-1,-1,-8,-11.2,-1,-1.8
8.997e-02,-4,2,1,3,-8.8,-7.2,-1,-0.6
9.016e-02,-2,-6,1,-3,-9.6,-12.8,-1,-1.8
9.035e-02,-2,2,-1,3,-10.4,-8.8,-1.4,-0.6
9.055e-02,-2,-6,-1,-3,-12,-14.4,-1,-2.2
9.074e-02,-2,2,-1,3,-12.8,-10.4,-1.4,-0.6
9.093e-02,-2,-6,-1,-5,-13.6,-16.8,-1,-2.2
9.112e-02,-2,2,-1,1,-14.4,-12.8,-1.4,-1
9.131e-02,-2,-6,-3,-5,-16,-18.4,-1.4,-2.2
9.151e-02,-2,2,-3,1,-16,-14.4,-1.4,-1
9.170e-02,-2,-6,-3,-5,-16.8,-19.2,-1.4,-2.2
9.189e-02,-2,2,-3,1,-17.6,-16,-1.4,-1
9.208e-02,-2,-6,-3,-5,-18.4,-20,-1.4,-2.2
9.227e-02,-4,2,-3,1,-18.4,-16.8,-1.4,-1
9.247e-02,-2,-6,-3,-7,-18.4,-20.8,-1.4,-2.2
9.266e-02,-4,2,-3,-1,-19.2,-18.4,-1.8,-1
9.285e-02,-2,-6,-3,-7,-19.2,-21.6,-1.4,-2.2
9.304e-02,-4,2,-3,-1,-20,-18.4,-1.4,-1
9.324e-02,-1.3411e-07,-8,-5,-7,-20,-21.6,-1.4,-2.2
9.343e-02,-2,2,-3,-1,-20.8,-19.2,-1.4,-1
9.362e-02,-2,-6,-5,-7,-20.8,-21.6,-1.4,-2.2
9.381e-02,-4,2,-5,-3,-20.8,-19.2,-1.4,-1
9.400e-02,-2,-6,-5,-7,-20,-20.8,-1.4,-1.8
9.420e-02,-2,2,-7,-3,-20,-18.4,-1,-0.6
9.439e-02,-2,-6,-5,-9,-19.2,-20.8,-1,-1.8
9.458e-02,-2,2,-7,-3,-19.2,-17.6,-1,-0.6
9.477e-02,-2,-6,-7,-9,-18.4,-19.2,-1,-1.4
9.496e-02,-2,2,-7,-3,-17.6,-16,-1,-0.6
9.516e-02,-4,-6,-7,-9,-17.6,-18.4,-0.6,-1.4
9.535e-02,-4,2,-7,-3,-16,-14.4,-1,-0.2
9.554e-02,-2,-6,-7,-9,-15.2,-16.8,-0.6,-1.4
9.573e-02,-2,2,-7,-3,-14.4,-12.8,-0.6,-0.2
9.592e-02,-4,-6,-7,-9,-13.6,-14.4,-0.6,-1
9.612e-02,-4,2,-7,-3,-13.6,-11.2,-0.2,0.2
9.631e-02,-4,-6,-5,-9,-11.2,-12.8,-0.2,-1
9.650e-02,-2,2,-5,-3,-10.4,-8.8,-0.2,0.2
9.669e-02,-2,-6,-5,-9,-9.6,-11.2,-0.2,-0.6
9.688e-02,-4,2,-5,-3,-8.8,-6.4,-0.2,0.2
9.708e-02,-2,-6,-7,-9,-7.2,-8.8,-0.2,-0.6
9.727e-02,-2,2,-7,-5,-6.4,-4.8,0.2,0.6
9.746e-02,-1.3411e-07,-6,-7,-9,-4.8,-6.4,0.2,-0.6
9.765e-02,-2,2,-7,-3,-4,-1.6,0.2,1
9.784e-02,-1.3411e-07,-6,-5,-9,-2.4,-4,0.6,-0.2
9.804e-02,-2,2,-5,-3,-1.6,0.8,0.6,1
9.823e-02,-2,-6,-5,-9,-7.15256e-08,-1.6,0.6,0.2
9.842e-02,-4,2,-7,-3,0.8,3.2,0.6,1.4
9.861e-02,-2,-6,-5,-9,2.4,0.8,1,0.2
9.880e-02,-2,2,-5,-3,4,5.6,1,1.4
9.900e-02,-2,-6,-5,-7,4.8,4,1,0.6
